type	name	mode	prot	user	group
file	/bin/json_pp	0755	-rwxr-xr-x	root	root
file	/bin/jw	0755	-rwxr-xr-x	root	root
file	/bin/kbd_mode	0755	-rwxr-xr-x	root	root
file	/bin/kbdinfo	0755	-rwxr-xr-x	root	root
file	/bin/kbxutil	0755	-rwxr-xr-x	root	root
file	/bin/kernel-install	0755	-rwxr-xr-x	root	root
file	/bin/kerneloops-submit	0755	-rwxr-xr-x	root	root
file	/bin/keyring	0755	-rwxr-xr-x	root	root
file	/bin/keywait	0755	-rwxr-xr-x	root	root
file	/bin/kill	0755	-rwxr-xr-x	root	root
file	/bin/killall	0755	-rwxr-xr-x	root	root
file	/bin/kmod	0755	-rwxr-xr-x	root	root
file	/bin/kmodsign	0755	-rwxr-xr-x	root	root
file	/bin/kpseaccess	0755	-rwxr-xr-x	root	root
link	/bin/kpsepath	0777	lrwxrwxrwx	root	root
file	/bin/kpsereadlink	0755	-rwxr-xr-x	root	root
file	/bin/kpsestat	0755	-rwxr-xr-x	root	root
file	/bin/kpsewhich	0755	-rwxr-xr-x	root	root
link	/bin/kpsexpand	0777	lrwxrwxrwx	root	root
file	/bin/l2ping	0755	-rwxr-xr-x	root	root
file	/bin/l2test	0755	-rwxr-xr-x	root	root
link	/bin/l3build	0777	lrwxrwxrwx	root	root
link	/bin/lamed	0777	lrwxrwxrwx	root	root
file	/bin/laptop-detect	0755	-rwxr-xr-x	root	root
file	/bin/last	0755	-rwxr-xr-x	root	root
link	/bin/lastb	0777	lrwxrwxrwx	root	root
file	/bin/lastlog	0755	-rwxr-xr-x	root	root
link	/bin/latex	0777	lrwxrwxrwx	root	root
link	/bin/latex-dev	0777	lrwxrwxrwx	root	root
link	/bin/latex-wordcount	0777	lrwxrwxrwx	root	root
file	/bin/lavadecode	0755	-rwxr-xr-x	root	root
file	/bin/lcf	0755	-rwxr-xr-x	root	root
file	/bin/lckdo	0755	-rwxr-xr-x	root	root
link	/bin/ld	0777	lrwxrwxrwx	root	root
link	/bin/ld.bfd	0777	lrwxrwxrwx	root	root
link	/bin/ld.gold	0777	lrwxrwxrwx	root	root
file	/bin/ldd	0755	-rwxr-xr-x	root	root
file	/bin/leaftoppm	0755	-rwxr-xr-x	root	root
file	/bin/less	0755	-rwxr-xr-x	root	root
file	/bin/lessecho	0755	-rwxr-xr-x	root	root
link	/bin/lessfile	0777	lrwxrwxrwx	root	root
file	/bin/lesskey	0755	-rwxr-xr-x	root	root
file	/bin/lesspipe	0755	-rwxr-xr-x	root	root
file	/bin/lexgrog	0755	-rwxr-xr-x	root	root
link	/bin/lft	0777	lrwxrwxrwx	root	root
file	/bin/lft.db	0755	-rwxr-xr-x	root	root
file	/bin/libnetcfg	0755	-rwxr-xr-x	root	root
link	/bin/libpng-config	0777	lrwxrwxrwx	root	root
file	/bin/libpng16-config	0755	-rwxr-xr-x	root	root
link	/bin/libreoffice	0777	lrwxrwxrwx	root	root
file	/bin/libtool	0755	-rwxr-xr-x	root	root
file	/bin/libtoolize	0755	-rwxr-xr-x	root	root
file	/bin/libwacom-list-local-devices	0755	-rwxr-xr-x	root	root
file	/bin/link	0755	-rwxr-xr-x	root	root
file	/bin/linkicc	0755	-rwxr-xr-x	root	root
file	/bin/linux-boot-prober	0755	-rwxr-xr-x	root	root
file	/bin/linux-check-removal	0755	-rwxr-xr-x	root	root
file	/bin/linux-update-symlinks	0755	-rwxr-xr-x	root	root
file	/bin/linux-version	0755	-rwxr-xr-x	root	root
link	/bin/linux32	0777	lrwxrwxrwx	root	root
link	/bin/linux64	0777	lrwxrwxrwx	root	root
file	/bin/lispmtopgm	0755	-rwxr-xr-x	root	root
file	/bin/listres	0755	-rwxr-xr-x	root	root
file	/bin/ln	0755	-rwxr-xr-x	root	root
file	/bin/lnstat	0755	-rwxr-xr-x	root	root
file	/bin/loadkeys	0755	-rwxr-xr-x	root	root
file	/bin/loadunimap	0755	-rwxr-xr-x	root	root
file	/bin/localc	0755	-rwxr-xr-x	root	root
file	/bin/locale	0755	-rwxr-xr-x	root	root
file	/bin/locale-check	0755	-rwxr-xr-x	root	root
file	/bin/localectl	0755	-rwxr-xr-x	root	root
file	/bin/localedef	0755	-rwxr-xr-x	root	root
file	/bin/lodraw	0755	-rwxr-xr-x	root	root
file	/bin/loffice	0755	-rwxr-xr-x	root	root
file	/bin/lofromtemplate	0755	-rwxr-xr-x	root	root
file	/bin/logger	0755	-rwxr-xr-x	root	root
file	/bin/login	0755	-rwxr-xr-x	root	root
file	/bin/loginctl	0755	-rwxr-xr-x	root	root
file	/bin/logname	0755	-rwxr-xr-x	root	root
file	/bin/loimpress	0755	-rwxr-xr-x	root	root
link	/bin/lollipop	0777	lrwxrwxrwx	root	root
file	/bin/lomath	0755	-rwxr-xr-x	root	root
file	/bin/look	0755	-rwxr-xr-x	root	root
file	/bin/lorder	0755	-rwxr-xr-x	root	root
file	/bin/loweb	0755	-rwxr-xr-x	root	root
file	/bin/lowntfs-3g	0755	-rwxr-xr-x	root	root
file	/bin/lowriter	0755	-rwxr-xr-x	root	root
file	/bin/lp	0755	-rwxr-xr-x	root	root
file	/bin/lp_solve	0755	-rwxr-xr-x	root	root
file	/bin/lpoptions	0755	-rwxr-xr-x	root	root
file	/bin/lpq	0755	-rwxr-xr-x	root	root
file	/bin/lpr	0755	-rwxr-xr-x	root	root
file	/bin/lprm	0755	-rwxr-xr-x	root	root
file	/bin/lpstat	0755	-rwxr-xr-x	root	root
file	/bin/ls	0755	-rwxr-xr-x	root	root
file	/bin/lsattr	0755	-rwxr-xr-x	root	root
file	/bin/lsb_release	0755	-rwxr-xr-x	root	root
file	/bin/lsblk	0755	-rwxr-xr-x	root	root
file	/bin/lscpu	0755	-rwxr-xr-x	root	root
file	/bin/lshw	0755	-rwxr-xr-x	root	root
file	/bin/lsinitramfs	0755	-rwxr-xr-x	root	root
file	/bin/lsipc	0755	-rwxr-xr-x	root	root
file	/bin/lslocks	0755	-rwxr-xr-x	root	root
file	/bin/lslogins	0755	-rwxr-xr-x	root	root
file	/bin/lsmem	0755	-rwxr-xr-x	root	root
link	/bin/lsmod	0777	lrwxrwxrwx	root	root
file	/bin/lsns	0755	-rwxr-xr-x	root	root
file	/bin/lsof	0755	-rwxr-xr-x	root	root
file	/bin/lspci	0755	-rwxr-xr-x	root	root
file	/bin/lspgpot	0755	-rwxr-xr-x	root	root
file	/bin/lsusb	0755	-rwxr-xr-x	root	root
file	/bin/ltrace	0755	-rwxr-xr-x	root	root
link	/bin/lua	0777	lrwxrwxrwx	root	root
file	/bin/lua5.2	0755	-rwxr-xr-x	root	root
link	/bin/luac	0777	lrwxrwxrwx	root	root
file	/bin/luac5.2	0755	-rwxr-xr-x	root	root
file	/bin/luajittex	0755	-rwxr-xr-x	root	root
link	/bin/lualatex	0777	lrwxrwxrwx	root	root
link	/bin/lualatex-dev	0777	lrwxrwxrwx	root	root
file	/bin/luatex	0755	-rwxr-xr-x	root	root
file	/bin/luit	0755	-rwxr-xr-x	root	root
link	/bin/lwarpmk	0777	lrwxrwxrwx	root	root
file	/bin/lwp-download	0755	-rwxr-xr-x	root	root
file	/bin/lwp-dump	0755	-rwxr-xr-x	root	root
file	/bin/lwp-mirror	0755	-rwxr-xr-x	root	root
file	/bin/lwp-request	0755	-rwxr-xr-x	root	root
file	/bin/lynx	0755	-rwxr-xr-x	root	root
link	/bin/lz	0777	lrwxrwxrwx	root	root
file	/bin/lz4	0755	-rwxr-xr-x	root	root
link	/bin/lz4c	0777	lrwxrwxrwx	root	root
link	/bin/lz4cat	0777	lrwxrwxrwx	root	root
link	/bin/lzcat	0777	lrwxrwxrwx	root	root
link	/bin/lzcmp	0777	lrwxrwxrwx	root	root
link	/bin/lzdiff	0777	lrwxrwxrwx	root	root
link	/bin/lzegrep	0777	lrwxrwxrwx	root	root
link	/bin/lzfgrep	0777	lrwxrwxrwx	root	root
link	/bin/lzgrep	0777	lrwxrwxrwx	root	root
link	/bin/lzless	0777	lrwxrwxrwx	root	root
link	/bin/lzma	0777	lrwxrwxrwx	root	root
file	/bin/lzmainfo	0755	-rwxr-xr-x	root	root
link	/bin/lzmore	0777	lrwxrwxrwx	root	root
file	/bin/m2300w	0755	-rwxr-xr-x	root	root
file	/bin/m2300w-wrapper	0755	-rwxr-xr-x	root	root
file	/bin/m2400w	0755	-rwxr-xr-x	root	root
file	/bin/m4	0755	-rwxr-xr-x	root	root
file	/bin/machinectl	0755	-rwxr-xr-x	root	root
file	/bin/macptopbm	0755	-rwxr-xr-x	root	root
file	/bin/mag	0755	-rwxr-xr-x	root	root
file	/bin/make	0755	-rwxr-xr-x	root	root
file	/bin/make-first-existing-target	0755	-rwxr-xr-x	root	root
file	/bin/makeconv	0755	-rwxr-xr-x	root	root
link	/bin/makedtx	0777	lrwxrwxrwx	root	root
link	/bin/makeglossaries	0777	lrwxrwxrwx	root	root
link	/bin/makeglossaries-lite	0777	lrwxrwxrwx	root	root
file	/bin/makeindex	0755	-rwxr-xr-x	root	root
file	/bin/makejvf	0755	-rwxr-xr-x	root	root
file	/bin/mako-render	0755	-rwxr-xr-x	root	root
file	/bin/man	0755	-rwxr-xr-x	root	root
file	/bin/man-recode	0755	-rwxr-xr-x	root	root
file	/bin/mandb	0755	-rwxr-xr-x	root	root
file	/bin/manpath	0755	-rwxr-xr-x	root	root
file	/bin/mapscrn	0755	-rwxr-xr-x	root	root
link	/bin/mathspic	0777	lrwxrwxrwx	root	root
link	/bin/mattrib	0777	lrwxrwxrwx	root	root
file	/bin/mawk	0755	-rwxr-xr-x	root	root
link	/bin/mbadblocks	0777	lrwxrwxrwx	root	root
link	/bin/mcat	0777	lrwxrwxrwx	root	root
link	/bin/mcd	0777	lrwxrwxrwx	root	root
file	/bin/mcheck	0755	-rwxr-xr-x	root	root
link	/bin/mclasserase	0777	lrwxrwxrwx	root	root
file	/bin/mcomp	0755	-rwxr-xr-x	root	root
file	/bin/mcookie	0755	-rwxr-xr-x	root	root
link	/bin/mcopy	0777	lrwxrwxrwx	root	root
file	/bin/md5sum	0755	-rwxr-xr-x	root	root
link	/bin/md5sum.textutils	0777	lrwxrwxrwx	root	root
file	/bin/mdatopbm	0755	-rwxr-xr-x	root	root
link	/bin/mdel	0777	lrwxrwxrwx	root	root
link	/bin/mdeltree	0777	lrwxrwxrwx	root	root
file	/bin/mdig	0755	-rwxr-xr-x	root	root
link	/bin/mdir	0777	lrwxrwxrwx	root	root
file	/bin/mdsum	0755	-rwxr-xr-x	root	root
link	/bin/mdu	0777	lrwxrwxrwx	root	root
file	/bin/meld	0755	-rwxr-xr-x	root	root
file	/bin/mendex	0755	-rwxr-xr-x	root	root
file	/bin/mesa-overlay-control.py	0755	-rwxr-xr-x	root	root
file	/bin/mesg	0755	-rwxr-xr-x	root	root
file	/bin/mf	0755	-rwxr-xr-x	root	root
file	/bin/mf-nowin	0755	-rwxr-xr-x	root	root
file	/bin/mflua	0755	-rwxr-xr-x	root	root
link	/bin/mflua-nowin	0777	lrwxrwxrwx	root	root
file	/bin/mfluajit	0755	-rwxr-xr-x	root	root
link	/bin/mfluajit-nowin	0777	lrwxrwxrwx	root	root
link	/bin/mformat	0777	lrwxrwxrwx	root	root
link	/bin/mfplain	0777	lrwxrwxrwx	root	root
file	/bin/mft	0755	-rwxr-xr-x	root	root
file	/bin/mgrtopbm	0755	-rwxr-xr-x	root	root
file	/bin/migrate-pubring-from-classic-gpg	0755	-rwxr-xr-x	root	root
file	/bin/mimeopen	0755	-rwxr-xr-x	root	root
file	/bin/mimetype	0755	-rwxr-xr-x	root	root
file	/bin/min12xxw	0755	-rwxr-xr-x	root	root
link	/bin/minfo	0777	lrwxrwxrwx	root	root
file	/bin/mispipe	0755	-rwxr-xr-x	root	root
link	/bin/mk4ht	0777	lrwxrwxrwx	root	root
file	/bin/mk_modmap	0755	-rwxr-xr-x	root	root
file	/bin/mkdir	0755	-rwxr-xr-x	root	root
file	/bin/mkfifo	0755	-rwxr-xr-x	root	root
file	/bin/mkfontdir	0755	-rwxr-xr-x	root	root
file	/bin/mkfontscale	0755	-rwxr-xr-x	root	root
file	/bin/mkindex	0755	-rwxr-xr-x	root	root
link	/bin/mkisofs	0777	lrwxrwxrwx	root	root
file	/bin/mkmanifest	0755	-rwxr-xr-x	root	root
file	/bin/mknod	0755	-rwxr-xr-x	root	root
file	/bin/mkocp	0755	-rwxr-xr-x	root	root
file	/bin/mkofm	0755	-rwxr-xr-x	root	root
link	/bin/mkpic	0777	lrwxrwxrwx	root	root
file	/bin/mksquashfs	0755	-rwxr-xr-x	root	root
file	/bin/mktemp	0755	-rwxr-xr-x	root	root
link	/bin/mktexfmt	0777	lrwxrwxrwx	root	root
file	/bin/mktexlsr	0755	-rwxr-xr-x	root	root
file	/bin/mktexmf	0755	-rwxr-xr-x	root	root
file	/bin/mktexpk	0755	-rwxr-xr-x	root	root
file	/bin/mktextfm	0755	-rwxr-xr-x	root	root
file	/bin/mkzftree	0755	-rwxr-xr-x	root	root
link	/bin/mlabel	0777	lrwxrwxrwx	root	root
link	/bin/mllatex	0777	lrwxrwxrwx	root	root
file	/bin/mlr	0755	-rwxr-xr-x	root	root
link	/bin/mltex	0777	lrwxrwxrwx	root	root
file	/bin/mmcli	0755	-rwxr-xr-x	root	root
link	/bin/mmd	0777	lrwxrwxrwx	root	root
link	/bin/mmount	0777	lrwxrwxrwx	root	root
link	/bin/mmove	0777	lrwxrwxrwx	root	root
link	/bin/mogrify	0777	lrwxrwxrwx	root	root
link	/bin/mogrify-im6	0777	lrwxrwxrwx	root	root
file	/bin/mogrify-im6.q16	0755	-rwxr-xr-x	root	root
file	/bin/monitor-sensor	0755	-rwxr-xr-x	root	root
link	/bin/mono	0777	lrwxrwxrwx	root	root
file	/bin/mono-hang-watchdog	0755	-rwxr-xr-x	root	root
file	/bin/mono-sgen	0755	-rwxr-xr-x	root	root
link	/bin/montage	0777	lrwxrwxrwx	root	root
link	/bin/montage-im6	0777	lrwxrwxrwx	root	root
file	/bin/montage-im6.q16	0755	-rwxr-xr-x	root	root
file	/bin/more	0755	-rwxr-xr-x	root	root
file	/bin/mount	4755	-rwsr-xr-x	root	root
file	/bin/mountpoint	0755	-rwxr-xr-x	root	root
file	/bin/mousetweaks	0755	-rwxr-xr-x	root	root
link	/bin/mpartition	0777	lrwxrwxrwx	root	root
file	/bin/mpost	0755	-rwxr-xr-x	root	root
link	/bin/mptopdf	0777	lrwxrwxrwx	root	root
link	/bin/mrd	0777	lrwxrwxrwx	root	root
link	/bin/mren	0777	lrwxrwxrwx	root	root
file	/bin/mscompress	0755	-rwxr-xr-x	root	root
file	/bin/msexpand	0755	-rwxr-xr-x	root	root
file	/bin/msgattrib	0755	-rwxr-xr-x	root	root
file	/bin/msgcat	0755	-rwxr-xr-x	root	root
file	/bin/msgcmp	0755	-rwxr-xr-x	root	root
file	/bin/msgcomm	0755	-rwxr-xr-x	root	root
file	/bin/msgconv	0755	-rwxr-xr-x	root	root
file	/bin/msgen	0755	-rwxr-xr-x	root	root
file	/bin/msgexec	0755	-rwxr-xr-x	root	root
file	/bin/msgfilter	0755	-rwxr-xr-x	root	root
file	/bin/msgfmt	0755	-rwxr-xr-x	root	root
file	/bin/msggrep	0755	-rwxr-xr-x	root	root
file	/bin/msginit	0755	-rwxr-xr-x	root	root
file	/bin/msgmerge	0755	-rwxr-xr-x	root	root
file	/bin/msgunfmt	0755	-rwxr-xr-x	root	root
file	/bin/msguniq	0755	-rwxr-xr-x	root	root
link	/bin/mshortname	0777	lrwxrwxrwx	root	root
link	/bin/mshowfat	0777	lrwxrwxrwx	root	root
file	/bin/msxlint	0755	-rwxr-xr-x	root	root
link	/bin/mt	0777	lrwxrwxrwx	root	root
file	/bin/mt-gnu	0755	-rwxr-xr-x	root	root
file	/bin/mtools	0755	-rwxr-xr-x	root	root
link	/bin/mtoolstest	0777	lrwxrwxrwx	root	root
file	/bin/mtr	0755	-rwxr-xr-x	root	root
file	/bin/mtr-packet	0755	-rwxr-xr-x	root	root
file	/bin/mtrace	0755	-rwxr-xr-x	root	root
file	/bin/mtvtoppm	0755	-rwxr-xr-x	root	root
link	/bin/mtype	0777	lrwxrwxrwx	root	root
file	/bin/mutter	0755	-rwxr-xr-x	root	root
file	/bin/mv	0755	-rwxr-xr-x	root	root
file	/bin/mxtar	0755	-rwxr-xr-x	root	root
link	/bin/mzip	0777	lrwxrwxrwx	root	root
file	/bin/namei	0755	-rwxr-xr-x	root	root
file	/bin/nano	0755	-rwxr-xr-x	root	root
file	/bin/nautilus	0755	-rwxr-xr-x	root	root
file	/bin/nautilus-autorun-software	0755	-rwxr-xr-x	root	root
file	/bin/nautilus-sendto	0755	-rwxr-xr-x	root	root
link	/bin/nawk	0777	lrwxrwxrwx	root	root
link	/bin/nc	0777	lrwxrwxrwx	root	root
file	/bin/nc.openbsd	0755	-rwxr-xr-x	root	root
file	/bin/ncal	0755	-rwxr-xr-x	root	root
link	/bin/ncurses5-config	0777	lrwxrwxrwx	root	root
file	/bin/ncurses6-config	0755	-rwxr-xr-x	root	root
link	/bin/ncursesw5-config	0777	lrwxrwxrwx	root	root
file	/bin/ncursesw6-config	0755	-rwxr-xr-x	root	root
file	/bin/neotoppm	0755	-rwxr-xr-x	root	root
file	/bin/neqn	0755	-rwxr-xr-x	root	root
link	/bin/netcat	0777	lrwxrwxrwx	root	root
file	/bin/netkit-ftp	0755	-rwxr-xr-x	root	root
file	/bin/networkctl	0755	-rwxr-xr-x	root	root
file	/bin/networkd-dispatcher	0755	-rwxr-xr-x	root	root
file	/bin/newgrp	4755	-rwsr-xr-x	root	root
file	/bin/ngettext	0755	-rwxr-xr-x	root	root
file	/bin/nice	0755	-rwxr-xr-x	root	root
link	/bin/nisdomainname	0777	lrwxrwxrwx	root	root
file	/bin/nkf	0755	-rwxr-xr-x	root	root
file	/bin/nl	0755	-rwxr-xr-x	root	root
link	/bin/nm	0777	lrwxrwxrwx	root	root
file	/bin/nm-applet	0755	-rwxr-xr-x	root	root
file	/bin/nm-connection-editor	0755	-rwxr-xr-x	root	root
file	/bin/nm-online	0755	-rwxr-xr-x	root	root
file	/bin/nmcli	0755	-rwxr-xr-x	root	root
file	/bin/nmtui	0755	-rwxr-xr-x	root	root
link	/bin/nmtui-connect	0777	lrwxrwxrwx	root	root
link	/bin/nmtui-edit	0777	lrwxrwxrwx	root	root
link	/bin/nmtui-hostname	0777	lrwxrwxrwx	root	root
file	/bin/node	0755	-rwxr-xr-x	root	root
file	/bin/nohup	0755	-rwxr-xr-x	root	root
file	/bin/notify-send	0755	-rwxr-xr-x	root	root
link	/bin/npm	0777	lrwxrwxrwx	root	root
file	/bin/nproc	0755	-rwxr-xr-x	root	root
link	/bin/npx	0777	lrwxrwxrwx	root	root
file	/bin/nroff	0755	-rwxr-xr-x	root	root
file	/bin/nsenter	0755	-rwxr-xr-x	root	root
file	/bin/nslookup	0755	-rwxr-xr-x	root	root
file	/bin/nstat	0755	-rwxr-xr-x	root	root
file	/bin/nsupdate	0755	-rwxr-xr-x	root	root
file	/bin/ntfs-3g	0755	-rwxr-xr-x	root	root
file	/bin/ntfs-3g.probe	0755	-rwxr-xr-x	root	root
file	/bin/ntfscat	0755	-rwxr-xr-x	root	root
file	/bin/ntfscluster	0755	-rwxr-xr-x	root	root
file	/bin/ntfscmp	0755	-rwxr-xr-x	root	root
file	/bin/ntfsdecrypt	0755	-rwxr-xr-x	root	root
file	/bin/ntfsfallocate	0755	-rwxr-xr-x	root	root
file	/bin/ntfsfix	0755	-rwxr-xr-x	root	root
file	/bin/ntfsinfo	0755	-rwxr-xr-x	root	root
file	/bin/ntfsls	0755	-rwxr-xr-x	root	root
file	/bin/ntfsmove	0755	-rwxr-xr-x	root	root
file	/bin/ntfsrecover	0755	-rwxr-xr-x	root	root
file	/bin/ntfssecaudit	0755	-rwxr-xr-x	root	root
file	/bin/ntfstruncate	0755	-rwxr-xr-x	root	root
file	/bin/ntfsusermap	0755	-rwxr-xr-x	root	root
file	/bin/ntfswipe	0755	-rwxr-xr-x	root	root
file	/bin/numfmt	0755	-rwxr-xr-x	root	root
file	/bin/nvidia-detector	0755	-rwxr-xr-x	root	root
file	/bin/oakdecode	0755	-rwxr-xr-x	root	root
file	/bin/obexctl	0755	-rwxr-xr-x	root	root
link	/bin/objcopy	0777	lrwxrwxrwx	root	root
link	/bin/objdump	0777	lrwxrwxrwx	root	root
file	/bin/oclock	0755	-rwxr-xr-x	root	root
file	/bin/ocs	0755	-rwxr-xr-x	root	root
file	/bin/od	0755	-rwxr-xr-x	root	root
file	/bin/odvicopy	0755	-rwxr-xr-x	root	root
file	/bin/odvitype	0755	-rwxr-xr-x	root	root
file	/bin/oem-getlogs	0755	-rwxr-xr-x	root	root
link	/bin/ofm2opl	0777	lrwxrwxrwx	root	root
file	/bin/omfonts	0755	-rwxr-xr-x	root	root
link	/bin/on_ac_power	0777	lrwxrwxrwx	root	root
file	/bin/onsgmls	0755	-rwxr-xr-x	root	root
link	/bin/openapi-generator	0777	lrwxrwxrwx	root	root
link	/bin/openjade	0777	lrwxrwxrwx	root	root
file	/bin/openjade-1.4devel	0755	-rwxr-xr-x	root	root
file	/bin/openssl	0755	-rwxr-xr-x	root	root
file	/bin/openvt	0755	-rwxr-xr-x	root	root
link	/bin/opl2ofm	0777	lrwxrwxrwx	root	root
file	/bin/opldecode	0755	-rwxr-xr-x	root	root
file	/bin/orca	0755	-rwxr-xr-x	root	root
file	/bin/orca-dm-wrapper	0755	-rwxr-xr-x	root	root
file	/bin/os-prober	0755	-rwxr-xr-x	root	root
file	/bin/osgmlnorm	0755	-rwxr-xr-x	root	root
file	/bin/ospam	0755	-rwxr-xr-x	root	root
file	/bin/ospcat	0755	-rwxr-xr-x	root	root
file	/bin/ospent	0755	-rwxr-xr-x	root	root
file	/bin/osx	0755	-rwxr-xr-x	root	root
file	/bin/otangle	0755	-rwxr-xr-x	root	root
file	/bin/otp2ocp	0755	-rwxr-xr-x	root	root
file	/bin/outocp	0755	-rwxr-xr-x	root	root
link	/bin/ovf2ovp	0777	lrwxrwxrwx	root	root
link	/bin/ovp2ovf	0777	lrwxrwxrwx	root	root
file	/bin/p11-kit	0755	-rwxr-xr-x	root	root
file	/bin/pa-info	0755	-rwxr-xr-x	root	root
file	/bin/pacat	0755	-rwxr-xr-x	root	root
file	/bin/pacmd	0755	-rwxr-xr-x	root	root
file	/bin/pactl	0755	-rwxr-xr-x	root	root
file	/bin/padsp	0755	-rwxr-xr-x	root	root
link	/bin/pager	0777	lrwxrwxrwx	root	root
file	/bin/palmtopnm	0755	-rwxr-xr-x	root	root
file	/bin/pamcut	0755	-rwxr-xr-x	root	root
file	/bin/pamdeinterlace	0755	-rwxr-xr-x	root	root
file	/bin/pamdice	0755	-rwxr-xr-x	root	root
file	/bin/pamfile	0755	-rwxr-xr-x	root	root
file	/bin/pamoil	0755	-rwxr-xr-x	root	root
link	/bin/pamon	0777	lrwxrwxrwx	root	root
file	/bin/pamstack	0755	-rwxr-xr-x	root	root
file	/bin/pamstretch	0755	-rwxr-xr-x	root	root
file	/bin/pamstretch-gen	0755	-rwxr-xr-x	root	root
file	/bin/pango-list	0755	-rwxr-xr-x	root	root
file	/bin/pango-view	0755	-rwxr-xr-x	root	root
file	/bin/paperconf	0755	-rwxr-xr-x	root	root
link	/bin/paplay	0777	lrwxrwxrwx	root	root
file	/bin/parallel	0755	-rwxr-xr-x	root	root
link	/bin/parec	0777	lrwxrwxrwx	root	root
link	/bin/parecord	0777	lrwxrwxrwx	root	root
file	/bin/partx	0755	-rwxr-xr-x	root	root
file	/bin/passwd	4755	-rwsr-xr-x	root	root
file	/bin/paste	0755	-rwxr-xr-x	root	root
link	/bin/pasteurize	0777	lrwxrwxrwx	root	root
file	/bin/pasuspender	0755	-rwxr-xr-x	root	root
file	/bin/patch	0755	-rwxr-xr-x	root	root
file	/bin/patgen	0755	-rwxr-xr-x	root	root
file	/bin/pathchk	0755	-rwxr-xr-x	root	root
file	/bin/pax11publish	0755	-rwxr-xr-x	root	root
file	/bin/pbibtex	0755	-rwxr-xr-x	root	root
file	/bin/pbmclean	0755	-rwxr-xr-x	root	root
file	/bin/pbmlife	0755	-rwxr-xr-x	root	root
file	/bin/pbmmake	0755	-rwxr-xr-x	root	root
file	/bin/pbmmask	0755	-rwxr-xr-x	root	root
file	/bin/pbmpage	0755	-rwxr-xr-x	root	root
file	/bin/pbmpscale	0755	-rwxr-xr-x	root	root
file	/bin/pbmreduce	0755	-rwxr-xr-x	root	root
file	/bin/pbmtext	0755	-rwxr-xr-x	root	root
file	/bin/pbmtextps	0755	-rwxr-xr-x	root	root
file	/bin/pbmto10x	0755	-rwxr-xr-x	root	root
file	/bin/pbmtoascii	0755	-rwxr-xr-x	root	root
file	/bin/pbmtoatk	0755	-rwxr-xr-x	root	root
file	/bin/pbmtobbnbg	0755	-rwxr-xr-x	root	root
file	/bin/pbmtocmuwm	0755	-rwxr-xr-x	root	root
file	/bin/pbmtoepsi	0755	-rwxr-xr-x	root	root
file	/bin/pbmtoepson	0755	-rwxr-xr-x	root	root
file	/bin/pbmtog3	0755	-rwxr-xr-x	root	root
file	/bin/pbmtogem	0755	-rwxr-xr-x	root	root
file	/bin/pbmtogo	0755	-rwxr-xr-x	root	root
file	/bin/pbmtoicon	0755	-rwxr-xr-x	root	root
file	/bin/pbmtolj	0755	-rwxr-xr-x	root	root
file	/bin/pbmtomacp	0755	-rwxr-xr-x	root	root
file	/bin/pbmtomda	0755	-rwxr-xr-x	root	root
file	/bin/pbmtomgr	0755	-rwxr-xr-x	root	root
file	/bin/pbmtonokia	0755	-rwxr-xr-x	root	root
file	/bin/pbmtopgm	0755	-rwxr-xr-x	root	root
file	/bin/pbmtopi3	0755	-rwxr-xr-x	root	root
file	/bin/pbmtoplot	0755	-rwxr-xr-x	root	root
file	/bin/pbmtoppa	0755	-rwxr-xr-x	root	root
file	/bin/pbmtopsg3	0755	-rwxr-xr-x	root	root
file	/bin/pbmtoptx	0755	-rwxr-xr-x	root	root
file	/bin/pbmtowbmp	0755	-rwxr-xr-x	root	root
file	/bin/pbmtox10bm	0755	-rwxr-xr-x	root	root
file	/bin/pbmtoxbm	0755	-rwxr-xr-x	root	root
file	/bin/pbmtoybm	0755	-rwxr-xr-x	root	root
file	/bin/pbmtozinc	0755	-rwxr-xr-x	root	root
file	/bin/pbmupc	0755	-rwxr-xr-x	root	root
file	/bin/pcre-config	0755	-rwxr-xr-x	root	root
file	/bin/pcre2-config	0755	-rwxr-xr-x	root	root
file	/bin/pcxtoppm	0755	-rwxr-xr-x	root	root
link	/bin/pdb3	0777	lrwxrwxrwx	root	root
link	/bin/pdb3.8	0777	lrwxrwxrwx	root	root
file	/bin/pdetach	0755	-rwxr-xr-x	root	root
file	/bin/pdf2dsc	0755	-rwxr-xr-x	root	root
file	/bin/pdf2ps	0755	-rwxr-xr-x	root	root
file	/bin/pdf2svg	0755	-rwxr-xr-x	root	root
link	/bin/pdfannotextractor	0777	lrwxrwxrwx	root	root
link	/bin/pdfatfi	0777	lrwxrwxrwx	root	root
file	/bin/pdfattach	0755	-rwxr-xr-x	root	root
file	/bin/pdfclose	0755	-rwxr-xr-x	root	root
file	/bin/pdfdetach	0755	-rwxr-xr-x	root	root
link	/bin/pdfetex	0777	lrwxrwxrwx	root	root
file	/bin/pdffonts	0755	-rwxr-xr-x	root	root
file	/bin/pdfimages	0755	-rwxr-xr-x	root	root
file	/bin/pdfinfo	0755	-rwxr-xr-x	root	root
link	/bin/pdfjadetex	0777	lrwxrwxrwx	root	root
link	/bin/pdflatex	0777	lrwxrwxrwx	root	root
link	/bin/pdflatex-dev	0777	lrwxrwxrwx	root	root
