type	name	mode	prot	user	group
file	/bin/stty	0755	-rwxr-xr-x	root	root
file	/bin/su	4755	-rwsr-xr-x	root	root
file	/bin/sudo	4755	-rwsr-xr-x	root	root
link	/bin/sudoedit	0777	lrwxrwxrwx	root	root
file	/bin/sudoreplay	0755	-rwxr-xr-x	root	root
file	/bin/sum	0755	-rwxr-xr-x	root	root
file	/bin/supervisorctl	0755	-rwxr-xr-x	root	root
file	/bin/supervisord	0755	-rwxr-xr-x	root	root
link	/bin/svn-multi	0777	lrwxrwxrwx	root	root
file	/bin/symcryptrun	0755	-rwxr-xr-x	root	root
file	/bin/sync	0755	-rwxr-xr-x	root	root
file	/bin/synctex	0755	-rwxr-xr-x	root	root
file	/bin/syslinux	0755	-rwxr-xr-x	root	root
file	/bin/syslinux-legacy	0755	-rwxr-xr-x	root	root
file	/bin/system-config-printer	0755	-rwxr-xr-x	root	root
file	/bin/system-config-printer-applet	0755	-rwxr-xr-x	root	root
file	/bin/systemctl	0755	-rwxr-xr-x	root	root
link	/bin/systemd	0777	lrwxrwxrwx	root	root
file	/bin/systemd-analyze	0755	-rwxr-xr-x	root	root
file	/bin/systemd-ask-password	0755	-rwxr-xr-x	root	root
file	/bin/systemd-cat	0755	-rwxr-xr-x	root	root
file	/bin/systemd-cgls	0755	-rwxr-xr-x	root	root
file	/bin/systemd-cgtop	0755	-rwxr-xr-x	root	root
file	/bin/systemd-delta	0755	-rwxr-xr-x	root	root
file	/bin/systemd-detect-virt	0755	-rwxr-xr-x	root	root
file	/bin/systemd-escape	0755	-rwxr-xr-x	root	root
file	/bin/systemd-hwdb	0755	-rwxr-xr-x	root	root
file	/bin/systemd-id128	0755	-rwxr-xr-x	root	root
file	/bin/systemd-inhibit	0755	-rwxr-xr-x	root	root
file	/bin/systemd-machine-id-setup	0755	-rwxr-xr-x	root	root
file	/bin/systemd-mount	0755	-rwxr-xr-x	root	root
file	/bin/systemd-notify	0755	-rwxr-xr-x	root	root
file	/bin/systemd-nspawn	0755	-rwxr-xr-x	root	root
file	/bin/systemd-path	0755	-rwxr-xr-x	root	root
link	/bin/systemd-resolve	0777	lrwxrwxrwx	root	root
file	/bin/systemd-run	0755	-rwxr-xr-x	root	root
file	/bin/systemd-socket-activate	0755	-rwxr-xr-x	root	root
file	/bin/systemd-stdio-bridge	0755	-rwxr-xr-x	root	root
file	/bin/systemd-sysusers	0755	-rwxr-xr-x	root	root
file	/bin/systemd-tmpfiles	0755	-rwxr-xr-x	root	root
file	/bin/systemd-tty-ask-password-agent	0755	-rwxr-xr-x	root	root
link	/bin/systemd-umount	0777	lrwxrwxrwx	root	root
file	/bin/t1ascii	0755	-rwxr-xr-x	root	root
file	/bin/t1asm	0755	-rwxr-xr-x	root	root
file	/bin/t1binary	0755	-rwxr-xr-x	root	root
file	/bin/t1disasm	0755	-rwxr-xr-x	root	root
file	/bin/t1mac	0755	-rwxr-xr-x	root	root
file	/bin/t1unmac	0755	-rwxr-xr-x	root	root
file	/bin/t4ht	0755	-rwxr-xr-x	root	root
file	/bin/tabs	0755	-rwxr-xr-x	root	root
file	/bin/tac	0755	-rwxr-xr-x	root	root
file	/bin/tail	0755	-rwxr-xr-x	root	root
file	/bin/tangle	0755	-rwxr-xr-x	root	root
file	/bin/tar	0755	-rwxr-xr-x	root	root
file	/bin/taskset	0755	-rwxr-xr-x	root	root
file	/bin/tbl	0755	-rwxr-xr-x	root	root
link	/bin/tclsh	0777	lrwxrwxrwx	root	root
file	/bin/tclsh8.6	0755	-rwxr-xr-x	root	root
file	/bin/tcltk-depends	0755	-rwxr-xr-x	root	root
file	/bin/teckit_compile	0755	-rwxr-xr-x	root	root
file	/bin/tee	0755	-rwxr-xr-x	root	root
file	/bin/teip	0755	-rwxr-xr-x	root	root
link	/bin/telnet	0777	lrwxrwxrwx	root	root
file	/bin/telnet.netkit	0755	-rwxr-xr-x	root	root
file	/bin/tempfile	0755	-rwxr-xr-x	root	root
file	/bin/test	0755	-rwxr-xr-x	root	root
file	/bin/tex	0755	-rwxr-xr-x	root	root
file	/bin/tex2aspc	0755	-rwxr-xr-x	root	root
file	/bin/tex4ht	0755	-rwxr-xr-x	root	root
link	/bin/texdoc	0777	lrwxrwxrwx	root	root
link	/bin/texdoctk	0777	lrwxrwxrwx	root	root
link	/bin/texhash	0777	lrwxrwxrwx	root	root
link	/bin/texlua	0777	lrwxrwxrwx	root	root
link	/bin/texluac	0777	lrwxrwxrwx	root	root
link	/bin/texluajit	0777	lrwxrwxrwx	root	root
link	/bin/texluajitc	0777	lrwxrwxrwx	root	root
link	/bin/texsis	0777	lrwxrwxrwx	root	root
file	/bin/tftopl	0755	-rwxr-xr-x	root	root
file	/bin/tgatoppm	0755	-rwxr-xr-x	root	root
file	/bin/tgz	0755	-rwxr-xr-x	root	root
file	/bin/thinkjettopbm	0755	-rwxr-xr-x	root	root
link	/bin/thumbpdf	0777	lrwxrwxrwx	root	root
link	/bin/thunderbird	0777	lrwxrwxrwx	root	root
file	/bin/tic	0755	-rwxr-xr-x	root	root
file	/bin/tidy	0755	-rwxr-xr-x	root	root
file	/bin/tie	0755	-rwxr-xr-x	root	root
file	/bin/tifftopnm	0755	-rwxr-xr-x	root	root
file	/bin/tificc	0755	-rwxr-xr-x	root	root
file	/bin/time	0755	-rwxr-xr-x	root	root
file	/bin/timedatectl	0755	-rwxr-xr-x	root	root
file	/bin/timeout	0755	-rwxr-xr-x	root	root
file	/bin/tl-paper	0755	-rwxr-xr-x	root	root
link	/bin/tlmgr	0777	lrwxrwxrwx	root	root
file	/bin/tload	0755	-rwxr-xr-x	root	root
file	/bin/toe	0755	-rwxr-xr-x	root	root
file	/bin/top	0755	-rwxr-xr-x	root	root
file	/bin/totem	0755	-rwxr-xr-x	root	root
file	/bin/totem-video-thumbnailer	0755	-rwxr-xr-x	root	root
file	/bin/touch	0755	-rwxr-xr-x	root	root
file	/bin/tpic2pdftex	0755	-rwxr-xr-x	root	root
file	/bin/tput	0755	-rwxr-xr-x	root	root
file	/bin/tr	0755	-rwxr-xr-x	root	root
file	/bin/tracepath	0755	-rwxr-xr-x	root	root
link	/bin/traceproto	0777	lrwxrwxrwx	root	root
file	/bin/traceproto.db	0755	-rwxr-xr-x	root	root
link	/bin/traceroute	0777	lrwxrwxrwx	root	root
file	/bin/traceroute-nanog	0755	-rwxr-xr-x	root	root
file	/bin/traceroute.db	0755	-rwxr-xr-x	root	root
link	/bin/traceroute6	0777	lrwxrwxrwx	root	root
link	/bin/traceroute6.db	0777	lrwxrwxrwx	root	root
file	/bin/traceroute6.iputils	0755	-rwxr-xr-x	root	root
file	/bin/tracker	0755	-rwxr-xr-x	root	root
file	/bin/transicc	0755	-rwxr-xr-x	root	root
file	/bin/transmission-gtk	0755	-rwxr-xr-x	root	root
file	/bin/transset	0755	-rwxr-xr-x	root	root
file	/bin/tree	0755	-rwxr-xr-x	root	root
file	/bin/troff	0755	-rwxr-xr-x	root	root
file	/bin/true	0755	-rwxr-xr-x	root	root
file	/bin/truncate	0755	-rwxr-xr-x	root	root
file	/bin/trust	0755	-rwxr-xr-x	root	root
file	/bin/ts	0755	-rwxr-xr-x	root	root
file	/bin/tset	0755	-rwxr-xr-x	root	root
file	/bin/tsort	0755	-rwxr-xr-x	root	root
file	/bin/ttf2afm	0755	-rwxr-xr-x	root	root
file	/bin/ttf2pk	0755	-rwxr-xr-x	root	root
file	/bin/ttf2tfm	0755	-rwxr-xr-x	root	root
file	/bin/ttfdump	0755	-rwxr-xr-x	root	root
file	/bin/ttfread	0755	-rwxr-xr-x	root	root
file	/bin/tty	0755	-rwxr-xr-x	root	root
file	/bin/txtconv	0755	-rwxr-xr-x	root	root
link	/bin/typora	0777	lrwxrwxrwx	root	root
file	/bin/tzselect	0755	-rwxr-xr-x	root	root
link	/bin/ua	0777	lrwxrwxrwx	root	root
file	/bin/ubuntu-advantage	0755	-rwxr-xr-x	root	root
link	/bin/ubuntu-bug	0777	lrwxrwxrwx	root	root
link	/bin/ubuntu-core-launcher	0777	lrwxrwxrwx	root	root
file	/bin/ubuntu-drivers	0755	-rwxr-xr-x	root	root
file	/bin/ubuntu-report	0755	-rwxr-xr-x	root	root
file	/bin/ubuntu-security-status	0755	-rwxr-xr-x	root	root
file	/bin/ucf	0755	-rwxr-xr-x	root	root
file	/bin/ucfq	0755	-rwxr-xr-x	root	root
file	/bin/ucfr	0755	-rwxr-xr-x	root	root
file	/bin/uconv	0755	-rwxr-xr-x	root	root
file	/bin/ucs2any	0755	-rwxr-xr-x	root	root
file	/bin/udevadm	0755	-rwxr-xr-x	root	root
file	/bin/udisksctl	0755	-rwxr-xr-x	root	root
file	/bin/ul	0755	-rwxr-xr-x	root	root
file	/bin/ulockmgr_server	0755	-rwxr-xr-x	root	root
file	/bin/umax_pp	0755	-rwxr-xr-x	root	root
file	/bin/umount	4755	-rwsr-xr-x	root	root
file	/bin/uname	0755	-rwxr-xr-x	root	root
file	/bin/unattended-upgrade	0755	-rwxr-xr-x	root	root
link	/bin/unattended-upgrades	0777	lrwxrwxrwx	root	root
file	/bin/uncompress	0755	-rwxr-xr-x	root	root
file	/bin/unexpand	0755	-rwxr-xr-x	root	root
file	/bin/unicode_start	0755	-rwxr-xr-x	root	root
file	/bin/unicode_stop	0755	-rwxr-xr-x	root	root
file	/bin/unidesc	0755	-rwxr-xr-x	root	root
file	/bin/unifuzz	0755	-rwxr-xr-x	root	root
file	/bin/unihist	0755	-rwxr-xr-x	root	root
file	/bin/uniname	0755	-rwxr-xr-x	root	root
file	/bin/uniq	0755	-rwxr-xr-x	root	root
file	/bin/unireverse	0755	-rwxr-xr-x	root	root
file	/bin/unity-scope-loader	0755	-rwxr-xr-x	root	root
file	/bin/unlink	0755	-rwxr-xr-x	root	root
link	/bin/unlz4	0777	lrwxrwxrwx	root	root
link	/bin/unlzma	0777	lrwxrwxrwx	root	root
file	/bin/unmkinitramfs	0755	-rwxr-xr-x	root	root
file	/bin/unopkg	0755	-rwxr-xr-x	root	root
file	/bin/unpigz	0755	-rwxr-xr-x	root	root
link	/bin/unrar	0777	lrwxrwxrwx	root	root
file	/bin/unrar-nonfree	0755	-rwxr-xr-x	root	root
file	/bin/unshare	0755	-rwxr-xr-x	root	root
file	/bin/unsquashfs	0755	-rwxr-xr-x	root	root
link	/bin/unxz	0777	lrwxrwxrwx	root	root
file	/bin/unzip	0755	-rwxr-xr-x	root	root
file	/bin/unzipsfx	0755	-rwxr-xr-x	root	root
file	/bin/upbibtex	0755	-rwxr-xr-x	root	root
file	/bin/update-alternatives	0755	-rwxr-xr-x	root	root
file	/bin/update-desktop-database	0755	-rwxr-xr-x	root	root
file	/bin/update-manager	0755	-rwxr-xr-x	root	root
file	/bin/update-mime-database	0755	-rwxr-xr-x	root	root
file	/bin/update-notifier	0755	-rwxr-xr-x	root	root
link	/bin/updmap	0777	lrwxrwxrwx	root	root
link	/bin/updmap-sys	0777	lrwxrwxrwx	root	root
link	/bin/updmap-user	0777	lrwxrwxrwx	root	root
link	/bin/updvitomp	0777	lrwxrwxrwx	root	root
file	/bin/updvitype	0755	-rwxr-xr-x	root	root
file	/bin/upmendex	0755	-rwxr-xr-x	root	root
file	/bin/upmpost	0755	-rwxr-xr-x	root	root
file	/bin/upower	0755	-rwxr-xr-x	root	root
file	/bin/uppltotf	0755	-rwxr-xr-x	root	root
file	/bin/uptex	0755	-rwxr-xr-x	root	root
file	/bin/uptftopl	0755	-rwxr-xr-x	root	root
file	/bin/uptime	0755	-rwxr-xr-x	root	root
file	/bin/urlout	0755	-rwxr-xr-x	root	root
file	/bin/usb-creator-gtk	0755	-rwxr-xr-x	root	root
file	/bin/usb-devices	0755	-rwxr-xr-x	root	root
file	/bin/usb_printerid	0755	-rwxr-xr-x	root	root
file	/bin/usbhid-dump	0755	-rwxr-xr-x	root	root
file	/bin/usbreset	0755	-rwxr-xr-x	root	root
file	/bin/users	0755	-rwxr-xr-x	root	root
file	/bin/utf8lookup	0755	-rwxr-xr-x	root	root
file	/bin/utmpdump	0755	-rwxr-xr-x	root	root
file	/bin/uuidgen	0755	-rwxr-xr-x	root	root
file	/bin/uuidparse	0755	-rwxr-xr-x	root	root
file	/bin/uz	0755	-rwxr-xr-x	root	root
file	/bin/vdir	0755	-rwxr-xr-x	root	root
file	/bin/vftovp	0755	-rwxr-xr-x	root	root
link	/bin/vi	0777	lrwxrwxrwx	root	root
file	/bin/vidir	0755	-rwxr-xr-x	root	root
link	/bin/view	0777	lrwxrwxrwx	root	root
file	/bin/viewres	0755	-rwxr-xr-x	root	root
file	/bin/vim.tiny	0755	-rwxr-xr-x	root	root
file	/bin/vipe	0755	-rwxr-xr-x	root	root
file	/bin/vlna	0755	-rwxr-xr-x	root	root
file	/bin/vmstat	0755	-rwxr-xr-x	root	root
file	/bin/vmwarectrl	0755	-rwxr-xr-x	root	root
file	/bin/volname	0755	-rwxr-xr-x	root	root
link	/bin/vpe	0777	lrwxrwxrwx	root	root
file	/bin/vptovf	0755	-rwxr-xr-x	root	root
file	/bin/vstp	0755	-rwxr-xr-x	root	root
link	/bin/w	0777	lrwxrwxrwx	root	root
file	/bin/w.procps	0755	-rwxr-xr-x	root	root
file	/bin/wall	2755	-rwxr-sr-x	root	tty
file	/bin/watch	0755	-rwxr-xr-x	root	root
file	/bin/watchgnupg	0755	-rwxr-xr-x	root	root
file	/bin/wayland-scanner	0755	-rwxr-xr-x	root	root
file	/bin/wbmptopbm	0755	-rwxr-xr-x	root	root
file	/bin/wc	0755	-rwxr-xr-x	root	root
file	/bin/wdctl	0755	-rwxr-xr-x	root	root
file	/bin/weave	0755	-rwxr-xr-x	root	root
link	/bin/webquiz	0777	lrwxrwxrwx	root	root
file	/bin/wget	0755	-rwxr-xr-x	root	root
file	/bin/whatis	0755	-rwxr-xr-x	root	root
file	/bin/whereis	0755	-rwxr-xr-x	root	root
file	/bin/which	0755	-rwxr-xr-x	root	root
file	/bin/whiptail	0755	-rwxr-xr-x	root	root
file	/bin/who	0755	-rwxr-xr-x	root	root
file	/bin/whoami	0755	-rwxr-xr-x	root	root
file	/bin/whoopsie	0755	-rwxr-xr-x	root	root
file	/bin/whoopsie-preferences	0755	-rwxr-xr-x	root	root
file	/bin/winicontoppm	0755	-rwxr-xr-x	root	root
file	/bin/wofm2opl	0755	-rwxr-xr-x	root	root
file	/bin/wopl2ofm	0755	-rwxr-xr-x	root	root
file	/bin/word-list-compress	0755	-rwxr-xr-x	root	root
file	/bin/wovf2ovp	0755	-rwxr-xr-x	root	root
file	/bin/wovp2ovf	0755	-rwxr-xr-x	root	root
file	/bin/wpa_passphrase	0755	-rwxr-xr-x	root	root
link	/bin/write	0777	lrwxrwxrwx	root	root
link	/bin/www-browser	0777	lrwxrwxrwx	root	root
link	/bin/x-session-manager	0777	lrwxrwxrwx	root	root
link	/bin/x-terminal-emulator	0777	lrwxrwxrwx	root	root
link	/bin/x-window-manager	0777	lrwxrwxrwx	root	root
link	/bin/x-www-browser	0777	lrwxrwxrwx	root	root
file	/bin/x11perf	0755	-rwxr-xr-x	root	root
file	/bin/x11perfcomp	0755	-rwxr-xr-x	root	root
link	/bin/x86_64	0777	lrwxrwxrwx	root	root
file	/bin/x86_64-linux-gnu-addr2line	0755	-rwxr-xr-x	root	root
file	/bin/x86_64-linux-gnu-ar	0755	-rwxr-xr-x	root	root
file	/bin/x86_64-linux-gnu-as	0755	-rwxr-xr-x	root	root
file	/bin/x86_64-linux-gnu-c++filt	0755	-rwxr-xr-x	root	root
link	/bin/x86_64-linux-gnu-cpp	0777	lrwxrwxrwx	root	root
file	/bin/x86_64-linux-gnu-cpp-9	0755	-rwxr-xr-x	root	root
file	/bin/x86_64-linux-gnu-dwp	0755	-rwxr-xr-x	root	root
file	/bin/x86_64-linux-gnu-elfedit	0755	-rwxr-xr-x	root	root
link	/bin/x86_64-linux-gnu-g++	0777	lrwxrwxrwx	root	root
file	/bin/x86_64-linux-gnu-g++-9	0755	-rwxr-xr-x	root	root
link	/bin/x86_64-linux-gnu-gcc	0777	lrwxrwxrwx	root	root
file	/bin/x86_64-linux-gnu-gcc-9	0755	-rwxr-xr-x	root	root
link	/bin/x86_64-linux-gnu-gcc-ar	0777	lrwxrwxrwx	root	root
file	/bin/x86_64-linux-gnu-gcc-ar-9	0755	-rwxr-xr-x	root	root
link	/bin/x86_64-linux-gnu-gcc-nm	0777	lrwxrwxrwx	root	root
file	/bin/x86_64-linux-gnu-gcc-nm-9	0755	-rwxr-xr-x	root	root
link	/bin/x86_64-linux-gnu-gcc-ranlib	0777	lrwxrwxrwx	root	root
file	/bin/x86_64-linux-gnu-gcc-ranlib-9	0755	-rwxr-xr-x	root	root
link	/bin/x86_64-linux-gnu-gcov	0777	lrwxrwxrwx	root	root
file	/bin/x86_64-linux-gnu-gcov-9	0755	-rwxr-xr-x	root	root
link	/bin/x86_64-linux-gnu-gcov-dump	0777	lrwxrwxrwx	root	root
file	/bin/x86_64-linux-gnu-gcov-dump-9	0755	-rwxr-xr-x	root	root
link	/bin/x86_64-linux-gnu-gcov-tool	0777	lrwxrwxrwx	root	root
file	/bin/x86_64-linux-gnu-gcov-tool-9	0755	-rwxr-xr-x	root	root
link	/bin/x86_64-linux-gnu-gold	0777	lrwxrwxrwx	root	root
file	/bin/x86_64-linux-gnu-gprof	0755	-rwxr-xr-x	root	root
link	/bin/x86_64-linux-gnu-ld	0777	lrwxrwxrwx	root	root
file	/bin/x86_64-linux-gnu-ld.bfd	0755	-rwxr-xr-x	root	root
file	/bin/x86_64-linux-gnu-ld.gold	0755	-rwxr-xr-x	root	root
file	/bin/x86_64-linux-gnu-nm	0755	-rwxr-xr-x	root	root
file	/bin/x86_64-linux-gnu-objcopy	0755	-rwxr-xr-x	root	root
file	/bin/x86_64-linux-gnu-objdump	0755	-rwxr-xr-x	root	root
link	/bin/x86_64-linux-gnu-pkg-config	0777	lrwxrwxrwx	root	root
link	/bin/x86_64-linux-gnu-python3-config	0777	lrwxrwxrwx	root	root
file	/bin/x86_64-linux-gnu-python3.8-config	0755	-rwxr-xr-x	root	root
file	/bin/x86_64-linux-gnu-ranlib	0755	-rwxr-xr-x	root	root
file	/bin/x86_64-linux-gnu-readelf	0755	-rwxr-xr-x	root	root
file	/bin/x86_64-linux-gnu-size	0755	-rwxr-xr-x	root	root
file	/bin/x86_64-linux-gnu-strings	0755	-rwxr-xr-x	root	root
file	/bin/x86_64-linux-gnu-strip	0755	-rwxr-xr-x	root	root
file	/bin/x86_64-pc-linux-gnu-pkg-config	0755	-rwxr-xr-x	root	root
file	/bin/xargs	0755	-rwxr-xr-x	root	root
file	/bin/xauth	0755	-rwxr-xr-x	root	root
file	/bin/xbiff	0755	-rwxr-xr-x	root	root
file	/bin/xbmtopbm	0755	-rwxr-xr-x	root	root
file	/bin/xbrlapi	0755	-rwxr-xr-x	root	root
file	/bin/xcalc	0755	-rwxr-xr-x	root	root
file	/bin/xclipboard	0755	-rwxr-xr-x	root	root
file	/bin/xclock	0755	-rwxr-xr-x	root	root
file	/bin/xcmsdb	0755	-rwxr-xr-x	root	root
file	/bin/xconsole	0755	-rwxr-xr-x	root	root
file	/bin/xcursorgen	0755	-rwxr-xr-x	root	root
file	/bin/xcutsel	0755	-rwxr-xr-x	root	root
file	/bin/xdg-dbus-proxy	0755	-rwxr-xr-x	root	root
file	/bin/xdg-desktop-icon	0755	-rwxr-xr-x	root	root
file	/bin/xdg-desktop-menu	0755	-rwxr-xr-x	root	root
file	/bin/xdg-email	0755	-rwxr-xr-x	root	root
file	/bin/xdg-icon-resource	0755	-rwxr-xr-x	root	root
file	/bin/xdg-mime	0755	-rwxr-xr-x	root	root
file	/bin/xdg-open	0755	-rwxr-xr-x	root	root
file	/bin/xdg-screensaver	0755	-rwxr-xr-x	root	root
file	/bin/xdg-settings	0755	-rwxr-xr-x	root	root
file	/bin/xdg-user-dir	0755	-rwxr-xr-x	root	root
file	/bin/xdg-user-dirs-gtk-update	0755	-rwxr-xr-x	root	root
file	/bin/xdg-user-dirs-update	0755	-rwxr-xr-x	root	root
file	/bin/xditview	0755	-rwxr-xr-x	root	root
file	/bin/xdpyinfo	0755	-rwxr-xr-x	root	root
file	/bin/xdriinfo	0755	-rwxr-xr-x	root	root
file	/bin/xdvi	0755	-rwxr-xr-x	root	root
file	/bin/xdvi-xaw	0755	-rwxr-xr-x	root	root
link	/bin/xdvi.bin	0777	lrwxrwxrwx	root	root
file	/bin/xdvipdfmx	0755	-rwxr-xr-x	root	root
file	/bin/xedit	0755	-rwxr-xr-x	root	root
link	/bin/xelatex	0777	lrwxrwxrwx	root	root
link	/bin/xelatex-dev	0777	lrwxrwxrwx	root	root
file	/bin/xetex	0755	-rwxr-xr-x	root	root
file	/bin/xev	0755	-rwxr-xr-x	root	root
file	/bin/xeyes	0755	-rwxr-xr-x	root	root
file	/bin/xfd	0755	-rwxr-xr-x	root	root
file	/bin/xfontsel	0755	-rwxr-xr-x	root	root
file	/bin/xgamma	0755	-rwxr-xr-x	root	root
file	/bin/xgc	0755	-rwxr-xr-x	root	root
file	/bin/xgettext	0755	-rwxr-xr-x	root	root
link	/bin/xhlatex	0777	lrwxrwxrwx	root	root
file	/bin/xhost	0755	-rwxr-xr-x	root	root
file	/bin/ximtoppm	0755	-rwxr-xr-x	root	root
file	/bin/xinit	0755	-rwxr-xr-x	root	root
file	/bin/xinput	0755	-rwxr-xr-x	root	root
file	/bin/xkbbell	0755	-rwxr-xr-x	root	root
file	/bin/xkbcomp	0755	-rwxr-xr-x	root	root
file	/bin/xkbevd	0755	-rwxr-xr-x	root	root
file	/bin/xkbprint	0755	-rwxr-xr-x	root	root
file	/bin/xkbvleds	0755	-rwxr-xr-x	root	root
file	/bin/xkbwatch	0755	-rwxr-xr-x	root	root
file	/bin/xkeystone	0755	-rwxr-xr-x	root	root
file	/bin/xkill	0755	-rwxr-xr-x	root	root
file	/bin/xload	0755	-rwxr-xr-x	root	root
file	/bin/xlogo	0755	-rwxr-xr-x	root	root
file	/bin/xlsatoms	0755	-rwxr-xr-x	root	root
file	/bin/xlsclients	0755	-rwxr-xr-x	root	root
file	/bin/xlsfonts	0755	-rwxr-xr-x	root	root
file	/bin/xmag	0755	-rwxr-xr-x	root	root
file	/bin/xman	0755	-rwxr-xr-x	root	root
file	/bin/xmessage	0755	-rwxr-xr-x	root	root
file	/bin/xml2	0755	-rwxr-xr-x	root	root
file	/bin/xml2-config	0755	-rwxr-xr-x	root	root
file	/bin/xmlcatalog	0755	-rwxr-xr-x	root	root
file	/bin/xmllint	0755	-rwxr-xr-x	root	root
link	/bin/xmltex	0777	lrwxrwxrwx	root	root
file	/bin/xmodmap	0755	-rwxr-xr-x	root	root
file	/bin/xmore	0755	-rwxr-xr-x	root	root
file	/bin/xpmtoppm	0755	-rwxr-xr-x	root	root
file	/bin/xprop	0755	-rwxr-xr-x	root	root
file	/bin/xqxdecode	0755	-rwxr-xr-x	root	root
file	/bin/xrandr	0755	-rwxr-xr-x	root	root
file	/bin/xrdb	0755	-rwxr-xr-x	root	root
file	/bin/xrefresh	0755	-rwxr-xr-x	root	root
file	/bin/xsel	0755	-rwxr-xr-x	root	root
file	/bin/xset	0755	-rwxr-xr-x	root	root
file	/bin/xsetmode	0755	-rwxr-xr-x	root	root
file	/bin/xsetpointer	0755	-rwxr-xr-x	root	root
file	/bin/xsetroot	0755	-rwxr-xr-x	root	root
file	/bin/xsetwacom	0755	-rwxr-xr-x	root	root
file	/bin/xslt-config	0755	-rwxr-xr-x	root	root
file	/bin/xsm	0755	-rwxr-xr-x	root	root
file	/bin/xstdcmap	0755	-rwxr-xr-x	root	root
file	/bin/xsubpp	0755	-rwxr-xr-x	root	root
file	/bin/xvidtune	0755	-rwxr-xr-x	root	root
file	/bin/xvinfo	0755	-rwxr-xr-x	root	root
file	/bin/xvminitoppm	0755	-rwxr-xr-x	root	root
file	/bin/xwd	0755	-rwxr-xr-x	root	root
file	/bin/xwdtopnm	0755	-rwxr-xr-x	root	root
file	/bin/xwininfo	0755	-rwxr-xr-x	root	root
file	/bin/xwud	0755	-rwxr-xr-x	root	root
file	/bin/xxd	0755	-rwxr-xr-x	root	root
file	/bin/xz	0755	-rwxr-xr-x	root	root
link	/bin/xzcat	0777	lrwxrwxrwx	root	root
link	/bin/xzcmp	0777	lrwxrwxrwx	root	root
file	/bin/xzdiff	0755	-rwxr-xr-x	root	root
link	/bin/xzegrep	0777	lrwxrwxrwx	root	root
link	/bin/xzfgrep	0777	lrwxrwxrwx	root	root
file	/bin/xzgrep	0755	-rwxr-xr-x	root	root
file	/bin/xzless	0755	-rwxr-xr-x	root	root
file	/bin/xzmore	0755	-rwxr-xr-x	root	root
file	/bin/y2racc2.7	0755	-rwxr-xr-x	root	root
link	/bin/yaml2json	0777	lrwxrwxrwx	root	root
file	/bin/ybmtopbm	0755	-rwxr-xr-x	root	root
file	/bin/yelp	0755	-rwxr-xr-x	root	root
file	/bin/yes	0755	-rwxr-xr-x	root	root
link	/bin/ypdomainname	0777	lrwxrwxrwx	root	root
link	/bin/yplan	0777	lrwxrwxrwx	root	root
file	/bin/yuvsplittoppm	0755	-rwxr-xr-x	root	root
file	/bin/yuvtoppm	0755	-rwxr-xr-x	root	root
file	/bin/zcat	0755	-rwxr-xr-x	root	root
file	/bin/zcmp	0755	-rwxr-xr-x	root	root
file	/bin/zdiff	0755	-rwxr-xr-x	root	root
file	/bin/zdump	0755	-rwxr-xr-x	root	root
file	/bin/zegrep	0755	-rwxr-xr-x	root	root
file	/bin/zeisstopnm	0755	-rwxr-xr-x	root	root
file	/bin/zenity	0755	-rwxr-xr-x	root	root
file	/bin/zerofill	0755	-rwxr-xr-x	root	root
file	/bin/zfgrep	0755	-rwxr-xr-x	root	root
file	/bin/zforce	0755	-rwxr-xr-x	root	root
file	/bin/zgrep	0755	-rwxr-xr-x	root	root
file	/bin/zip	0755	-rwxr-xr-x	root	root
file	/bin/zipcloak	0755	-rwxr-xr-x	root	root
file	/bin/zipdetails	0755	-rwxr-xr-x	root	root
file	/bin/zipgrep	0755	-rwxr-xr-x	root	root
file	/bin/zipinfo	0755	-rwxr-xr-x	root	root
file	/bin/zipnote	0755	-rwxr-xr-x	root	root
file	/bin/zipsplit	0755	-rwxr-xr-x	root	root
file	/bin/zjsdecode	0755	-rwxr-xr-x	root	root
file	/bin/zless	0755	-rwxr-xr-x	root	root
file	/bin/zmore	0755	-rwxr-xr-x	root	root
file	/bin/znew	0755	-rwxr-xr-x	root	root
file	/bin/zrun	0755	-rwxr-xr-x	root	root
report					
