name	version	resolved	integrity	requires	depend_on_name	depend_on_version	depend_on_resolved	depend_on_integrity	depend_on_requires
raw-body	2.4.0	https://registry.npmjs.org/raw-body/-/raw-body-2.4.0.tgz	sha512-4Oz8DUIwdvoa5qMJelxipzi/iJIi40O5cGV1wNYp5hvZP8ZN0T+jiNkL0QepXs+EsQ9XJ8ipEDoiH70ySUJP3Q==	bytes:3.1.0,http-errors:1.7.2,iconv-lite:0.4.24,unpipe:1.0.0					
tapable	1.1.3	https://registry.npmjs.org/tapable/-/tapable-1.1.3.tgz	sha512-4WK/bYZmj8xLr+HUCODHGF1ZFzsYffasLUgEiMBY4fgtltdO6B4WJtlSbPaDTLpYTcGVwM2qLnFTICEcNxs3kA==						
icss-utils	4.1.1	https://registry.npmjs.org/icss-utils/-/icss-utils-4.1.1.tgz	sha512-4aFq7wvWyMHKgxsH8QQtGpvbASCf+eM3wPRLI6R+MgAnTCZ6STYsRvttLvRWK0Nfif5piF394St3HeJDaljGPA==	postcss:^7.0.14					
clean-stack	2.2.0	https://registry.npmjs.org/clean-stack/-/clean-stack-2.2.0.tgz	sha512-4diC9HaTE+KRAMWhDhrGOECgWZxoevMc5TlkObMqNSsVU62PYzXZ/SMTjzyGAFF1YusgxGcSWTEXBhp0CPwQ1A==						
vue-template-es2015-compiler	1.9.1	https://registry.npmjs.org/vue-template-es2015-compiler/-/vue-template-es2015-compiler-1.9.1.tgz	sha512-4gDntzrifFnCEvyoO8PqyJDmguXgVPxKiIxrBKjIowvL9l+N66196+72XVYR8BBf1Uv1Fgt3bGevJ+sEmxfZzw==						
pako	1.0.11	https://registry.npmjs.org/pako/-/pako-1.0.11.tgz	sha512-4hLB8Py4zZce5s4yd9XzopqwVv/yGNhV1Bl8NTmCq1763HeK2+EwVTv+leGeL13Dnh2wfbqowVPXCIO0z4taYw==						
get-port-please	1.0.0	https://registry.npmjs.org/get-port-please/-/get-port-please-1.0.0.tgz	sha512-4hylsMS0Uqa4jjwXVS+QWMntWL7CQouAlv4BEmiycavPqOp3ytGf4V4yqy8FnbBboHq5orCXuZyftuXbANk+Mg==	fs-memo:^1.0.0					
ieee754	1.1.13	https://registry.npmjs.org/ieee754/-/ieee754-1.1.13.tgz	sha512-4vf7I2LYV/HaWerSo3XmlMkp5eZ83i+/CDluXi/IGTs/O1sejBNhTtnxzmRZfvOUqj7lZjqHkeTvpgSFDlWZTg==						
serve-placeholder	1.2.2	https://registry.npmjs.org/serve-placeholder/-/serve-placeholder-1.2.2.tgz	sha512-4zczakjRPVbX5XBcJqUoyiwiMEXWPBj0rEexQkiQitKEkj36szAmw5DgcgOpWiXtRTU7aqJ47hjnYJg+2FSj5g==		defu	1.0.0	https://registry.npmjs.org/defu/-/defu-1.0.0.tgz	sha512-1Y1KRFxiiq+LYsZ3iP7xYSR8bHfmHFOUpDunZCN1ld1fGfDJWJIvkUBtjl3apnBwPuJtL/H7cwwlLYX8xPkraQ==	
arg	4.1.3	https://registry.npmjs.org/arg/-/arg-4.1.3.tgz	sha512-58S9QDqG0Xx27YwPSt9fJxivjYl432YCwfDMfZ+71RAqUrZef7LrKQZ3LHLOwCS4FLNBplP533Zx895SeOCHvA==						
is-glob	4.0.1	https://registry.npmjs.org/is-glob/-/is-glob-4.0.1.tgz	sha512-5G0tKtBTFImOqDnLB2hG6Bp2qcKEFduo4tZu9MT/H6NQv/ghhy30o55ufafxJ/LdH79LLs2Kfrn85TLKyA7BUg==	is-extglob:^2.1.1					
base	0.11.2	https://registry.npmjs.org/base/-/base-0.11.2.tgz	sha512-5T6P4xPgpp0YDFvSWwEZ4NoE3aM4QBQXDzmVbraCkFj8zHM+mba8SyqB5DbZWyR7mYHo6Y7BdQo3MoA4m0TeQg==		define-property	1.0.0	https://registry.npmjs.org/define-property/-/define-property-1.0.0.tgz	sha1-dp66rz9KY6rTr56NMEybvnm/sOY=	is-descriptor:^1.0.0
base	0.11.2	https://registry.npmjs.org/base/-/base-0.11.2.tgz	sha512-5T6P4xPgpp0YDFvSWwEZ4NoE3aM4QBQXDzmVbraCkFj8zHM+mba8SyqB5DbZWyR7mYHo6Y7BdQo3MoA4m0TeQg==		is-accessor-descriptor	1.0.0	https://registry.npmjs.org/is-accessor-descriptor/-/is-accessor-descriptor-1.0.0.tgz	sha512-m5hnHTkcVsPfqx3AKlyttIPb7J+XykHvJP2B9bZDjlhLIoEq4XoK64Vg7boZlVWYK6LUY94dYPEE7Lh0ZkZKcQ==	kind-of:^6.0.0
base	0.11.2	https://registry.npmjs.org/base/-/base-0.11.2.tgz	sha512-5T6P4xPgpp0YDFvSWwEZ4NoE3aM4QBQXDzmVbraCkFj8zHM+mba8SyqB5DbZWyR7mYHo6Y7BdQo3MoA4m0TeQg==		is-data-descriptor	1.0.0	https://registry.npmjs.org/is-data-descriptor/-/is-data-descriptor-1.0.0.tgz	sha512-jbRXy1FmtAoCjQkVmIVYwuuqDFUbaOeDjmed1tOGPrsMhtJA4rD9tkgA0F1qJ3gRFRXcHYVkdeaP50Q5rE/jLQ==	kind-of:^6.0.0
base	0.11.2	https://registry.npmjs.org/base/-/base-0.11.2.tgz	sha512-5T6P4xPgpp0YDFvSWwEZ4NoE3aM4QBQXDzmVbraCkFj8zHM+mba8SyqB5DbZWyR7mYHo6Y7BdQo3MoA4m0TeQg==		is-descriptor	1.0.2	https://registry.npmjs.org/is-descriptor/-/is-descriptor-1.0.2.tgz	sha512-2eis5WqQGV7peooDyLmNEPUrps9+SXX5c9pL3xEB+4e9HnGuDa7mB7kHxHw4CbqS9k1T2hOH3miL8n8WtiYVtg==	is-accessor-descriptor:^1.0.0,is-data-descriptor:^1.0.0,kind-of:^6.0.2
cacache	13.0.1	https://registry.npmjs.org/cacache/-/cacache-13.0.1.tgz	sha512-5ZvAxd05HDDU+y9BVvcqYu2LLXmPnQ0hW62h32g4xBTgL/MppR4/04NHfj/ycM2y6lmTnbw6HVi+1eN0Psba6w==	chownr:^1.1.2,figgy-pudding:^3.5.1,fs-minipass:^2.0.0,glob:^7.1.4,graceful-fs:^4.2.2,infer-owner:^1.0.4,lru-cache:^5.1.1,minipass:^3.0.0,minipass-collect:^1.0.2,minipass-flush:^1.0.5,minipass-pipeline:^1.2.2,mkdirp:^0.5.1,move-concurrently:^1.0.1,p-map:^3.0.0,promise-inflight:^1.0.1,rimraf:^2.7.1,ssri:^7.0.0,unique-filename:^1.1.1					
@csstools/convert-colors	1.4.0	https://registry.npmjs.org/@csstools/convert-colors/-/convert-colors-1.4.0.tgz	sha512-5a6wqoJV/xEdbRNKVo6I4hO3VjyDq//8q2f9I6PBAvMesJHFauXDorcNCsr9RzvsZnaWi5NYCcfyqP1QeFHFbw==						
@babel/plugin-syntax-dynamic-import	7.8.3	https://registry.npmjs.org/@babel/plugin-syntax-dynamic-import/-/plugin-syntax-dynamic-import-7.8.3.tgz	sha512-5gdGbFon+PszYzqs83S3E5mpi7/y/8M9eC90MRTZfduQOYW76ig6SOSPNe41IG5LoP3FGBn2N0RjVDSQiS94kQ==	@babel/helper-plugin-utils:^7.8.0					
@babel/plugin-transform-object-super	7.10.4	https://registry.npmjs.org/@babel/plugin-transform-object-super/-/plugin-transform-object-super-7.10.4.tgz	sha512-5iTw0JkdRdJvr7sY0vHqTpnruUpTea32JHmq/atIWqsnNussbRzjEDyWep8UNztt1B5IusBYg8Irb0bLbiEBCQ==	@babel/helper-plugin-utils:^7.10.4,@babel/helper-replace-supers:^7.10.4					
ajv-keywords	3.5.2	https://registry.npmjs.org/ajv-keywords/-/ajv-keywords-3.5.2.tgz	sha512-5p6WTN0DdTGVQk6VjcEju19IgaHudalcfabD7yhDGeA6bcQnmL+CpveLJq/3hvfwd1aof6L386Ougkx6RfyMIQ==						
cssnano	4.1.10	https://registry.npmjs.org/cssnano/-/cssnano-4.1.10.tgz	sha512-5wny+F6H4/8RgNlaqab4ktc3e0/blKutmq8yNlBFXA//nSFFAqAngjNVRzUvCgYROULmZZUoosL/KSoZo5aUaQ==	cosmiconfig:^5.0.0,cssnano-preset-default:^4.0.7,is-resolvable:^1.0.0,postcss:^7.0.0					
timers-browserify	2.0.11	https://registry.npmjs.org/timers-browserify/-/timers-browserify-2.0.11.tgz	sha512-60aV6sgJ5YEbzUdn9c8kYGIqOubPoUdqQCul3SBAsRCZ40s6Y5cMcrW4dt3/k/EsbLVJNl9n6Vz3fTc+k2GeKQ==	setimmediate:^1.0.4					
regjsparser	0.6.4	https://registry.npmjs.org/regjsparser/-/regjsparser-0.6.4.tgz	sha512-64O87/dPDgfk8/RQqC4gkZoGyyWFIEUTTh80CU6CWuK5vkCGyekIx+oKcEIYtP/RAxSQltCZHCNu/mdd7fqlJw==		jsesc	0.5.0	https://registry.npmjs.org/jsesc/-/jsesc-0.5.0.tgz	sha1-597mbjXW/Bb3EP6R1c9p9w8IkR0=	
@babel/helper-regex	7.10.5	https://registry.npmjs.org/@babel/helper-regex/-/helper-regex-7.10.5.tgz	sha512-68kdUAzDrljqBrio7DYAEgCoJHxppJOERHOgOrDN7WjOzP0ZQ1LsSDRXcemzVZaLvjaJsJEESb6qt+znNuENDg==	lodash:^4.17.19					
webpack	4.44.2	https://registry.npmjs.org/webpack/-/webpack-4.44.2.tgz	sha512-6KJVGlCxYdISyurpQ0IPTklv+DULv05rs2hseIXer6D7KrUicRDLFb4IUM1S6LUAKypPM/nSiVSuv8jHu1m3/Q==		cacache	12.0.4	https://registry.npmjs.org/cacache/-/cacache-12.0.4.tgz	sha512-a0tMB40oefvuInr4Cwb3GerbL9xTj1D5yg0T5xrjGCGyfvbxseIXX7BAO/u/hIXdafzOI5JC3wDwHyf24buOAQ==	bluebird:^3.5.5,chownr:^1.1.1,figgy-pudding:^3.5.1,glob:^7.1.4,graceful-fs:^4.1.15,infer-owner:^1.0.3,lru-cache:^5.1.1,mississippi:^3.0.0,mkdirp:^0.5.1,move-concurrently:^1.0.1,promise-inflight:^1.0.1,rimraf:^2.6.3,ssri:^6.0.1,unique-filename:^1.1.1,y18n:^4.0.0
webpack	4.44.2	https://registry.npmjs.org/webpack/-/webpack-4.44.2.tgz	sha512-6KJVGlCxYdISyurpQ0IPTklv+DULv05rs2hseIXer6D7KrUicRDLFb4IUM1S6LUAKypPM/nSiVSuv8jHu1m3/Q==		schema-utils	1.0.0	https://registry.npmjs.org/schema-utils/-/schema-utils-1.0.0.tgz	sha512-i27Mic4KovM/lnGsy8whRCHhc7VicJajAjTrYg11K9zfZXnYIt4k5F+kZkwjnrhKzLic/HLU4j11mjsz2G/75g==	ajv:^6.1.0,ajv-errors:^1.0.0,ajv-keywords:^3.1.0
webpack	4.44.2	https://registry.npmjs.org/webpack/-/webpack-4.44.2.tgz	sha512-6KJVGlCxYdISyurpQ0IPTklv+DULv05rs2hseIXer6D7KrUicRDLFb4IUM1S6LUAKypPM/nSiVSuv8jHu1m3/Q==		serialize-javascript	4.0.0	https://registry.npmjs.org/serialize-javascript/-/serialize-javascript-4.0.0.tgz	sha512-GaNA54380uFefWghODBWEGisLZFj00nS5ACs6yHa9nLqlLpVLO8ChDGeKRjZnV4Nh4n0Qi7nhYZD/9fCPzEqkw==	randombytes:^2.1.0
webpack	4.44.2	https://registry.npmjs.org/webpack/-/webpack-4.44.2.tgz	sha512-6KJVGlCxYdISyurpQ0IPTklv+DULv05rs2hseIXer6D7KrUicRDLFb4IUM1S6LUAKypPM/nSiVSuv8jHu1m3/Q==		source-map	0.6.1	https://registry.npmjs.org/source-map/-/source-map-0.6.1.tgz	sha512-UjgapumWlbMhkBgzT7Ykc5YXUT46F0iKu8SGXq0bcwP5dz/h0Plj6enJqjz1Zbq2l5WaqYnrVbwWOWMyF3F47g==	
webpack	4.44.2	https://registry.npmjs.org/webpack/-/webpack-4.44.2.tgz	sha512-6KJVGlCxYdISyurpQ0IPTklv+DULv05rs2hseIXer6D7KrUicRDLFb4IUM1S6LUAKypPM/nSiVSuv8jHu1m3/Q==		ssri	6.0.1	https://registry.npmjs.org/ssri/-/ssri-6.0.1.tgz	sha512-3Wge10hNcT1Kur4PDFwEieXSCMCJs/7WvSACcrMYrNp+b8kDL1/0wJch5Ni2WrtwEa2IO8OsVfeKIciKCDx/QA==	figgy-pudding:^3.5.1
webpack	4.44.2	https://registry.npmjs.org/webpack/-/webpack-4.44.2.tgz	sha512-6KJVGlCxYdISyurpQ0IPTklv+DULv05rs2hseIXer6D7KrUicRDLFb4IUM1S6LUAKypPM/nSiVSuv8jHu1m3/Q==		terser-webpack-plugin	1.4.5	https://registry.npmjs.org/terser-webpack-plugin/-/terser-webpack-plugin-1.4.5.tgz	sha512-04Rfe496lN8EYruwi6oPQkG0vo8C+HT49X687FZnpPF0qMAIHONI6HEXYPKDOE8e5HjXTyKfqRd/agHtH0kOtw==	cacache:^12.0.2,find-cache-dir:^2.1.0,is-wsl:^1.1.0,schema-utils:^1.0.0,serialize-javascript:^4.0.0,source-map:^0.6.1,terser:^4.1.2,webpack-sources:^1.4.0,worker-farm:^1.7.0
minipass-collect	1.0.2	https://registry.npmjs.org/minipass-collect/-/minipass-collect-1.0.2.tgz	sha512-6T6lH0H8OG9kITm/Jm6tdooIbogG9e0tLgpY6mphXSm/A9u8Nq1ryBG+Qspiub9LjWlBPsPS3tWQ/Botq4FdxA==	minipass:^3.0.0					
@babel/plugin-syntax-optional-catch-binding	7.8.3	https://registry.npmjs.org/@babel/plugin-syntax-optional-catch-binding/-/plugin-syntax-optional-catch-binding-7.8.3.tgz	sha512-6VPD0Pc1lpTqw0aKoeRTMiB+kWhAoT24PA+ksWSBrFtl5SIRVpZlwN3NNPQjehA2E/91FV3RjLWoVTglWcSV3Q==	@babel/helper-plugin-utils:^7.8.0					
normalize-path	3.0.0	https://registry.npmjs.org/normalize-path/-/normalize-path-3.0.0.tgz	sha512-6eZs5Ls3WtCisHWp9S2GUy8dqkpGi4BVSz3GaqiE6ezub0512ESztXUwUB6C6IKbQkY2Pnb/mD4WYojCRwcwLA==						
@babel/helper-wrap-function	7.10.4	https://registry.npmjs.org/@babel/helper-wrap-function/-/helper-wrap-function-7.10.4.tgz	sha512-6py45WvEF0MhiLrdxtRjKjufwLL1/ob2qDJgg5JgNdojBAZSAKnAjkyOCNug6n+OBl4VW76XjvgSFTdaMcW0Ug==	@babel/helper-function-name:^7.10.4,@babel/template:^7.10.4,@babel/traverse:^7.10.4,@babel/types:^7.10.4					
@vue/babel-helper-vue-jsx-merge-props	1.0.0	https://registry.npmjs.org/@vue/babel-helper-vue-jsx-merge-props/-/babel-helper-vue-jsx-merge-props-1.0.0.tgz	sha512-6tyf5Cqm4m6v7buITuwS+jHzPlIPxbFzEhXR5JGZpbrvOcp1hiQKckd305/3C7C36wFekNTQSxAtgeM0j0yoUw==						
node-html-parser	1.2.21	https://registry.npmjs.org/node-html-parser/-/node-html-parser-1.2.21.tgz	sha512-6vDhgen6J332syN5HUmeT4FfBG7m6bFRrPN+FXY8Am7FGuVpsIxTASVbeoO5PF2IHbX2s+WEIudb1hgxOjllNQ==	he:1.2.0					
shebang-regex	3.0.0	https://registry.npmjs.org/shebang-regex/-/shebang-regex-3.0.0.tgz	sha512-7++dFhtcx3353uBaq8DDR4NuxBetBzC7ZQOhmTQInHEd6bSrXdiEyzCvG07Z44UYdLShWUyXt5M/yhz8ekcb1A==						
hable	3.0.0	https://registry.npmjs.org/hable/-/hable-3.0.0.tgz	sha512-7+G0/2/COR8pwteYFqHIVYfQpuEiO2HXwJrhCBJVgrNrl9O5eaUoJVDGXUJX+0RpGncNVTuestexjk1afj01wQ==						
@babel/plugin-proposal-numeric-separator	7.10.4	https://registry.npmjs.org/@babel/plugin-proposal-numeric-separator/-/plugin-proposal-numeric-separator-7.10.4.tgz	sha512-73/G7QoRoeNkLZFxsoCCvlg4ezE4eM+57PnOqgaPOozd5myfj7p0muD1mRVJvbUWbOzD+q3No2bWbaKy+DJ8DA==	@babel/helper-plugin-utils:^7.10.4,@babel/plugin-syntax-numeric-separator:^7.10.4					
@babel/helper-split-export-declaration	7.11.0	https://registry.npmjs.org/@babel/helper-split-export-declaration/-/helper-split-export-declaration-7.11.0.tgz	sha512-74Vejvp6mHkGE+m+k5vHY93FX2cAtrw1zXrZXRlG4l410Nm9PxfEiVTn1PjDPV5SnmieiueY4AFg2xqhNFuuZg==	@babel/types:^7.11.0					
ssri	7.1.0	https://registry.npmjs.org/ssri/-/ssri-7.1.0.tgz	sha512-77/WrDZUWocK0mvA5NTRQyveUf+wsrIc6vyrxpS8tVvYBcX215QbafrJR3KtkpskIzoFLqqNuuYQvxaMjXJ/0g==	figgy-pudding:^3.5.1,minipass:^3.1.1					
locate-path	3.0.0	https://registry.npmjs.org/locate-path/-/locate-path-3.0.0.tgz	sha512-7AO748wWnIhNqAuaty2ZWHkQHRSNfPVIsPIfwEOWO22AmaoVrWavlOcMR5nzTLNYvp36X220/maaRsrec1G65A==	p-locate:^3.0.0,path-exists:^3.0.0					
stylehacks	4.0.3	https://registry.npmjs.org/stylehacks/-/stylehacks-4.0.3.tgz	sha512-7GlLk9JwlElY4Y6a/rmbH2MhVlTyVmiJd1PfTCqFaIBEGMYNsrO/v3SeGTdhBThLg4Z+NbOk/qFMwCa+J+3p/g==		postcss-selector-parser	3.1.2	https://registry.npmjs.org/postcss-selector-parser/-/postcss-selector-parser-3.1.2.tgz	sha512-h7fJ/5uWuRVyOtkO45pnt1Ih40CEleeyCHzipqAZO2e5H20g25Y48uYnFUiShvY4rZWNJ/Bib/KVPmanaCtOhA==	dot-prop:^5.2.0,indexes-of:^1.0.1,uniq:^1.0.1
core-js-compat	3.6.5	https://registry.npmjs.org/core-js-compat/-/core-js-compat-3.6.5.tgz	sha512-7ItTKOhOZbznhXAQ2g/slGg1PJV5zDO/WdkTwi7UEOJmkvsE32PWvx6mKtDjiMpjnR2CNf6BAD6sSxIlv7ptng==		semver	7.0.0	https://registry.npmjs.org/semver/-/semver-7.0.0.tgz	sha512-+GB6zVA9LWh6zovYQLALHwv5rb2PHGlJi3lfiqIHxR0uuwCgefcOJc59v9fv1w8GbStwxuuqqAjI9NMAOOgq1A==	
last-call-webpack-plugin	3.0.0	https://registry.npmjs.org/last-call-webpack-plugin/-/last-call-webpack-plugin-3.0.0.tgz	sha512-7KI2l2GIZa9p2spzPIVZBYyNKkN+e/SQPpnjlTiPhdbDW3F86tdKKELxKpzJ5sgU19wQWsACULZmpTPYHeWO5w==	lodash:^4.17.5,webpack-sources:^1.1.0					
filesize	3.6.1	https://registry.npmjs.org/filesize/-/filesize-3.6.1.tgz	sha512-7KjR1vv6qnicaPMi1iiTcI85CyYwRO/PSFCu6SvqL8jN2Wjt/NIYQTFtFs7fSDCYOstUkEWIQGFUg5YZQfjlcg==						
extract-css-chunks-webpack-plugin	4.7.5	https://registry.npmjs.org/extract-css-chunks-webpack-plugin/-/extract-css-chunks-webpack-plugin-4.7.5.tgz	sha512-7XlPj/OW+vpIdMcm1H/mo5hgJubMKXlWF5Pgq9F/db39b19A+XlRWppyAZHNaJChC8kJKQl5n8PbfwouIl9AJQ==		loader-utils	2.0.0	https://registry.npmjs.org/loader-utils/-/loader-utils-2.0.0.tgz	sha512-rP4F0h2RaWSvPEkD7BLDFQnvSf+nK+wr3ESUjNTyAGobqrijmW92zc+SO6d4p4B1wh7+B/Jg1mkQe5NYUEHtHQ==	big.js:^5.2.2,emojis-list:^3.0.0,json5:^2.1.2
extract-css-chunks-webpack-plugin	4.7.5	https://registry.npmjs.org/extract-css-chunks-webpack-plugin/-/extract-css-chunks-webpack-plugin-4.7.5.tgz	sha512-7XlPj/OW+vpIdMcm1H/mo5hgJubMKXlWF5Pgq9F/db39b19A+XlRWppyAZHNaJChC8kJKQl5n8PbfwouIl9AJQ==		normalize-url	1.9.1	https://registry.npmjs.org/normalize-url/-/normalize-url-1.9.1.tgz	sha1-LMDWazHqIwNkWENuNiDYWVTGbDw=	object-assign:^4.0.1,prepend-http:^1.0.0,query-string:^4.1.0,sort-keys:^1.0.0
extract-css-chunks-webpack-plugin	4.7.5	https://registry.npmjs.org/extract-css-chunks-webpack-plugin/-/extract-css-chunks-webpack-plugin-4.7.5.tgz	sha512-7XlPj/OW+vpIdMcm1H/mo5hgJubMKXlWF5Pgq9F/db39b19A+XlRWppyAZHNaJChC8kJKQl5n8PbfwouIl9AJQ==		schema-utils	1.0.0	https://registry.npmjs.org/schema-utils/-/schema-utils-1.0.0.tgz	sha512-i27Mic4KovM/lnGsy8whRCHhc7VicJajAjTrYg11K9zfZXnYIt4k5F+kZkwjnrhKzLic/HLU4j11mjsz2G/75g==	ajv:^6.1.0,ajv-errors:^1.0.0,ajv-keywords:^3.1.0
error-ex	1.3.2	https://registry.npmjs.org/error-ex/-/error-ex-1.3.2.tgz	sha512-7dFHNmqeFSEt2ZBsCriorKnn3Z2pj+fd9kmI6QoWw4//DL+icEBfc0U7qJCisqrTsKTjw4fNFy2pW9OqStD84g==	is-arrayish:^0.2.1					
camel-case	4.1.1	https://registry.npmjs.org/camel-case/-/camel-case-4.1.1.tgz	sha512-7fa2WcG4fYFkclIvEmxBbTvmibwF2/agfEBc6q3lOpVu0A13ltLsA+Hr/8Hp6kp5f+G7hKi6t8lys6XxP+1K6Q==	pascal-case:^3.1.1,tslib:^1.10.0					
dot-case	3.0.3	https://registry.npmjs.org/dot-case/-/dot-case-3.0.3.tgz	sha512-7hwEmg6RiSQfm/GwPL4AAWXKy3YNNZA3oFv2Pdiey0mwkRCPZ9x6SZbkLcn8Ma5PYeVokzoD4Twv2n7LKp5WeA==	no-case:^3.0.3,tslib:^1.10.0					
babel-loader	8.1.0	https://registry.npmjs.org/babel-loader/-/babel-loader-8.1.0.tgz	sha512-7q7nC1tYOrqvUrN3LQK4GwSk/TQorZSOlO9C+RZDZpODgyN4ZlCqE5q9cDsyWOliN+aU9B4JX01xK9eJXowJLw==	find-cache-dir:^2.1.0,loader-utils:^1.4.0,mkdirp:^0.5.3,pify:^4.0.1,schema-utils:^2.6.5					
ejs	2.7.4	https://registry.npmjs.org/ejs/-/ejs-2.7.4.tgz	sha512-7vmuyh5+kuUyJKePhQfRQBhXV5Ce+RnaeeQArKu1EAMpL3WbgMt5WG6uQZpEVvYSSsxMXRKOewtDk9RaTKXRlA==						
@nuxtjs/vuetify	1.11.2	https://registry.npmjs.org/@nuxtjs/vuetify/-/vuetify-1.11.2.tgz	sha512-8+k/PQG37OAoXvXgKE+BkBQXaoBCz9odK8oPYA4lwmxQ0ekHnh4PFrU/6Fr+OeVHbQbynbuMZnkF9aWxDsTqug==		sass-loader	8.0.2	https://registry.npmjs.org/sass-loader/-/sass-loader-8.0.2.tgz	sha512-7o4dbSK8/Ol2KflEmSco4jTjQoV988bM82P9CZdmo9hR3RLnvNc0ufMNdMrB0caq38JQ/FgF4/7RcbcfKzxoFQ==	clone-deep:^4.0.1,loader-utils:^1.2.3,neo-async:^2.6.1,schema-utils:^2.6.1,semver:^6.3.0
@nuxtjs/vuetify	1.11.2	https://registry.npmjs.org/@nuxtjs/vuetify/-/vuetify-1.11.2.tgz	sha512-8+k/PQG37OAoXvXgKE+BkBQXaoBCz9odK8oPYA4lwmxQ0ekHnh4PFrU/6Fr+OeVHbQbynbuMZnkF9aWxDsTqug==		semver	6.3.0	https://registry.npmjs.org/semver/-/semver-6.3.0.tgz	sha512-b39TBaTSfV6yBrapU89p5fKekE2m/NwnDocOVruQFS1/veMgdzuPcnOM34M6CwxW8jH/lxEa5rBoDeUwu5HHTw==	
lodash.template	4.5.0	https://registry.npmjs.org/lodash.template/-/lodash.template-4.5.0.tgz	sha512-84vYFxIkmidUiFxidA/KjjH9pAycqW+h980j7Fuz5qxRtO9pgB7MDFTdys1N7A5mcucRiDyEq4fusljItR1T/A==	lodash._reinterpolate:^3.0.0,lodash.templatesettings:^4.0.0					
randomfill	1.0.4	https://registry.npmjs.org/randomfill/-/randomfill-1.0.4.tgz	sha512-87lcbR8+MhcWcUiQ+9e+Rwx8MyR2P7qnt15ynUlbm3TU/fjbgz4GsvfSUDTemtCCtVCqb4ZcEFlyPNTh9bBTLw==	randombytes:^2.0.5,safe-buffer:^5.1.0					
merge2	1.4.1	https://registry.npmjs.org/merge2/-/merge2-1.4.1.tgz	sha512-8q7VEgMJW4J8tcfVPy8g09NcQwZdbwFEqhe/WZkoIzjn/3TGDwtOCYtXGxA3O8tPzpczCCDgv+P2P5y00ZJOOg==						
dotenv	8.2.0	https://registry.npmjs.org/dotenv/-/dotenv-8.2.0.tgz	sha512-8sJ78ElpbDJBHNeBzUbUVLsqKdccaa/BXF1uPTw3GrvQTBgrQrtObr2mUrE38vzYd8cEv+m/JBfDLioYcfXoaw==						
@webassemblyjs/wasm-parser	1.9.0	https://registry.npmjs.org/@webassemblyjs/wasm-parser/-/wasm-parser-1.9.0.tgz	sha512-9+wkMowR2AmdSWQzsPEjFU7njh8HTO5MqO8vjwEHuM+AMHioNqSBONRdr0NQQ3dVQrzp0s8lTcYqzUdb7YgELA==	@webassemblyjs/ast:1.9.0,@webassemblyjs/helper-api-error:1.9.0,@webassemblyjs/helper-wasm-bytecode:1.9.0,@webassemblyjs/ieee754:1.9.0,@webassemblyjs/leb128:1.9.0,@webassemblyjs/utf8:1.9.0					
postcss-value-parser	4.1.0	https://registry.npmjs.org/postcss-value-parser/-/postcss-value-parser-4.1.0.tgz	sha512-97DXOFbQJhk71ne5/Mt6cOu6yxsSfM0QGQyl0L25Gca4yGWEGJaig7l7gbCX623VqTBNGLRLaVUCnNkcedlRSQ==						
@babel/plugin-syntax-numeric-separator	7.10.4	https://registry.npmjs.org/@babel/plugin-syntax-numeric-separator/-/plugin-syntax-numeric-separator-7.10.4.tgz	sha512-9H6YdfkcK/uOnY/K7/aA2xpzaAgkQn37yzWUMRK7OaPOqOpGS1+n0H5hxT9AUw9EsSjPW8SVyMJwYRtWs3X3ug==	@babel/helper-plugin-utils:^7.10.4					
@babel/plugin-transform-arrow-functions	7.10.4	https://registry.npmjs.org/@babel/plugin-transform-arrow-functions/-/plugin-transform-arrow-functions-7.10.4.tgz	sha512-9J/oD1jV0ZCBcgnoFWFq1vJd4msoKb/TCpGNFyyLt0zABdcvgK3aYikZ8HjzB14c26bc7E3Q1yugpwGy2aTPNA==	@babel/helper-plugin-utils:^7.10.4					
watchpack-chokidar2	2.0.0	https://registry.npmjs.org/watchpack-chokidar2/-/watchpack-chokidar2-2.0.0.tgz	sha512-9TyfOyN/zLUbA288wZ8IsMZ+6cbzvsNyEzSBp6e/zkifi6xxbl8SmQ/CxQq32k8NNqrdVEVUVSEf56L4rQ/ZxA==		anymatch	2.0.0	https://registry.npmjs.org/anymatch/-/anymatch-2.0.0.tgz	sha512-5teOsQWABXHHBFP9y3skS5P3d/WfWXpv3FUpy+LorMrNYaT9pI4oLMQX7jzQ2KklNpGpWHzdCXTDT2Y3XGlZBw==	
watchpack-chokidar2	2.0.0	https://registry.npmjs.org/watchpack-chokidar2/-/watchpack-chokidar2-2.0.0.tgz	sha512-9TyfOyN/zLUbA288wZ8IsMZ+6cbzvsNyEzSBp6e/zkifi6xxbl8SmQ/CxQq32k8NNqrdVEVUVSEf56L4rQ/ZxA==		binary-extensions	1.13.1	https://registry.npmjs.org/binary-extensions/-/binary-extensions-1.13.1.tgz	sha512-Un7MIEDdUC5gNpcGDV97op1Ywk748MpHcFTHoYs6qnj1Z3j7I53VG3nwZhKzoBZmbdRNnb6WRdFlwl7tSDuZGw==	
