name	version	resolved	integrity	requires	depend_on_name	depend_on_version	depend_on_resolved	depend_on_integrity	depend_on_requires
has-values	1.0.0	https://registry.npmjs.org/has-values/-/has-values-1.0.0.tgz	sha1-lbC2P+whRmGab+V/51Yo1aOe/k8=		kind-of	4.0.0	https://registry.npmjs.org/kind-of/-/kind-of-4.0.0.tgz	sha1-IIE989cSkosgc3hpGkUGb65y3Vc=	is-buffer:^1.1.5
depd	1.1.2	https://registry.npmjs.org/depd/-/depd-1.1.2.tgz	sha1-m81S4UwJd2PnSbJ0xDRu0uVgtak=						
promise-inflight	1.0.1	https://registry.npmjs.org/promise-inflight/-/promise-inflight-1.0.1.tgz	sha1-mEcocL8igTL8vdhoEputEsPAKeM=						
forwarded	0.1.2	https://registry.npmjs.org/forwarded/-/forwarded-0.1.2.tgz	sha1-mMI9qxF1ZXuMBXPozszZGw/xjIQ=						
array-flatten	1.1.1	https://registry.npmjs.org/array-flatten/-/array-flatten-1.1.1.tgz	sha1-ml9pkFGx5wczKPKgCJaLZOopVdI=						
p-defer	1.0.0	https://registry.npmjs.org/p-defer/-/p-defer-1.0.0.tgz	sha1-n26xgvbJqozXQwBKfU+WsZaw+ww=						
utils-merge	1.0.1	https://registry.npmjs.org/utils-merge/-/utils-merge-1.0.1.tgz	sha1-n5VxD1CiZ5R7LMwSR0HBAoQn5xM=						
querystring-es3	0.2.1	https://registry.npmjs.org/querystring-es3/-/querystring-es3-0.2.1.tgz	sha1-nsYfeQSYdXB9aUFFlv2Qek1xHnM=						
is-fullwidth-code-point	2.0.0	https://registry.npmjs.org/is-fullwidth-code-point/-/is-fullwidth-code-point-2.0.0.tgz	sha1-o7MKXE8ZkYMWeqq5O+764937ZU8=						
tty-browserify	0.0.0	https://registry.npmjs.org/tty-browserify/-/tty-browserify-0.0.0.tgz	sha1-oVe6QC2iTpv5V/mqadUk7tQpAaY=						
color-name	1.1.3	https://registry.npmjs.org/color-name/-/color-name-1.1.3.tgz	sha1-p9BVi9icQveV3UIyj3QIMcpTvCU=						
simple-swizzle	0.2.2	https://registry.npmjs.org/simple-swizzle/-/simple-swizzle-0.2.2.tgz	sha1-pNprY1/8zMoz9w0Xy5JZLeleVXo=		is-arrayish	0.3.2	https://registry.npmjs.org/is-arrayish/-/is-arrayish-0.3.2.tgz	sha512-eVRqCvVlZbuw3GrM63ovNSNAeA1K16kaR/LRY/92w0zxQ5/1YzwblUX652i4Xs9RwAGjW9d9y6X88t8OaAJfWQ==	
strip-ansi	4.0.0	https://registry.npmjs.org/strip-ansi/-/strip-ansi-4.0.0.tgz	sha1-qEeQIusaw2iocTibY1JixQXuNo8=	ansi-regex:^3.0.0					
is-extglob	2.1.1	https://registry.npmjs.org/is-extglob/-/is-extglob-2.1.1.tgz	sha1-qIwCU1eR8C7TfHahueqXc8gz+MI=						
array-unique	0.3.2	https://registry.npmjs.org/array-unique/-/array-unique-0.3.2.tgz	sha1-qJS3XUvE9s1nnvMkSp/Y9Gri1Cg=						
is-accessor-descriptor	0.1.6	https://registry.npmjs.org/is-accessor-descriptor/-/is-accessor-descriptor-0.1.6.tgz	sha1-qeEss66Nh2cn7u84Q/igiXtcmNY=		kind-of	3.2.2	https://registry.npmjs.org/kind-of/-/kind-of-3.2.2.tgz	sha1-MeohpzS6ubuw8yRm2JOupR5KPGQ=	is-buffer:^1.1.5
import-cwd	2.1.0	https://registry.npmjs.org/import-cwd/-/import-cwd-2.1.0.tgz	sha1-qmzzbnInYShcs3HsZRn1PiQ1sKk=	import-from:^2.1.0					
encodeurl	1.0.2	https://registry.npmjs.org/encodeurl/-/encodeurl-1.0.2.tgz	sha1-rT/0yG7C0CkyL1oCw6mmBslbP1k=						
pascalcase	0.1.1	https://registry.npmjs.org/pascalcase/-/pascalcase-0.1.1.tgz	sha1-s2PlXoAGym/iF4TS2yK9FdeRfxQ=						
merge-descriptors	1.0.1	https://registry.npmjs.org/merge-descriptors/-/merge-descriptors-1.0.1.tgz	sha1-sAqqVW3YtEVoFQ7J0blT8/kMu2E=						
de-indent	1.0.2	https://registry.npmjs.org/de-indent/-/de-indent-1.0.2.tgz	sha1-sgOOhG3DO6pXlhKNCAS0VbjB4h0=						
querystring	0.2.0	https://registry.npmjs.org/querystring/-/querystring-0.2.0.tgz	sha1-sgmEkgO7Jd+CDadW50cAWHhSFiA=						
resolve-from	3.0.0	https://registry.npmjs.org/resolve-from/-/resolve-from-3.0.0.tgz	sha1-six699nWiBvItuZTM17rywoYh0g=						
unpipe	1.0.0	https://registry.npmjs.org/unpipe/-/unpipe-1.0.0.tgz	sha1-sr9O6FFKrmFltIF4KdIbLvSZBOw=						
uniq	1.0.1	https://registry.npmjs.org/uniq/-/uniq-1.0.1.tgz	sha1-sxxa6CVIRKOoKBVBzisEuGWnNP8=						
expand-brackets	2.1.4	https://registry.npmjs.org/expand-brackets/-/expand-brackets-2.1.4.tgz	sha1-t3c14xXOMPa27/D4OwQVGiJEliI=		debug	2.6.9	https://registry.npmjs.org/debug/-/debug-2.6.9.tgz	sha512-bC7ElrdJaJnPbAP+1EotYvqZsb3ecl5wi6Bfi6BJTUcNowp6cvspg0jXznRTKDjm/E7AdgFBVeAPVMNcKGsHMA==	ms:2.0.0
expand-brackets	2.1.4	https://registry.npmjs.org/expand-brackets/-/expand-brackets-2.1.4.tgz	sha1-t3c14xXOMPa27/D4OwQVGiJEliI=		define-property	0.2.5	https://registry.npmjs.org/define-property/-/define-property-0.2.5.tgz	sha1-w1se+RjsPJkPmlvFe+BKrOxcgRY=	is-descriptor:^0.1.0
expand-brackets	2.1.4	https://registry.npmjs.org/expand-brackets/-/expand-brackets-2.1.4.tgz	sha1-t3c14xXOMPa27/D4OwQVGiJEliI=		extend-shallow	2.0.1	https://registry.npmjs.org/extend-shallow/-/extend-shallow-2.0.1.tgz	sha1-Ua99YUrZqfYQ6huvu5idaxxWiQ8=	is-extendable:^0.1.0
expand-brackets	2.1.4	https://registry.npmjs.org/expand-brackets/-/expand-brackets-2.1.4.tgz	sha1-t3c14xXOMPa27/D4OwQVGiJEliI=		ms	2.0.0	https://registry.npmjs.org/ms/-/ms-2.0.0.tgz	sha1-VgiurfwAvmwpAd9fmGF4jeDVl8g=	
fs-write-stream-atomic	1.0.10	https://registry.npmjs.org/fs-write-stream-atomic/-/fs-write-stream-atomic-1.0.10.tgz	sha1-tH31NJPvkR33VzHnCp3tAYnbQMk=		readable-stream	2.3.7	https://registry.npmjs.org/readable-stream/-/readable-stream-2.3.7.tgz	sha512-Ebho8K4jIbHAxnuxi7o42OrZgF/ZTNcsZj6nRKyUmkhLFq8CHItp/fy6hQZuZmP/n3yZ9VBUbp4zz/mX8hmYPw==	core-util-is:~1.0.0,inherits:~2.0.3,isarray:~1.0.0,process-nextick-args:~2.0.0,safe-buffer:~5.1.1,string_decoder:~1.1.1,util-deprecate:~1.0.1
fs-write-stream-atomic	1.0.10	https://registry.npmjs.org/fs-write-stream-atomic/-/fs-write-stream-atomic-1.0.10.tgz	sha1-tH31NJPvkR33VzHnCp3tAYnbQMk=		safe-buffer	5.1.2	https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.1.2.tgz	sha512-Gd2UZBJDkXlY7GbJxfsE8/nvKkUEU1G38c1siN6QP6a9PT9MmHB8GnpscSmMJSoF8LOIrt8ud/wPtojys4G6+g==	
fs-write-stream-atomic	1.0.10	https://registry.npmjs.org/fs-write-stream-atomic/-/fs-write-stream-atomic-1.0.10.tgz	sha1-tH31NJPvkR33VzHnCp3tAYnbQMk=		string_decoder	1.1.1	https://registry.npmjs.org/string_decoder/-/string_decoder-1.1.1.tgz	sha512-n/ShnvDi6FHbbVfviro+WojiFzv+s8MPMHBczVePfUpDJLwoLT0ht1l4YwBCbi8pJAveEEdnkHyPyTP/mzRfwg==	safe-buffer:~5.1.0
wrappy	1.0.2	https://registry.npmjs.org/wrappy/-/wrappy-1.0.2.tgz	sha1-tSQ9jz7BqjXxNkYFvA0QNuMKtp8=						
has-flag	3.0.0	https://registry.npmjs.org/has-flag/-/has-flag-3.0.0.tgz	sha1-tdRU3CGZriJWmfNGfloH87lVuv0=						
core-util-is	1.0.2	https://registry.npmjs.org/core-util-is/-/core-util-is-1.0.2.tgz	sha1-tf1UIgqivFq1eqtxQMlAdUUDwac=						
os-tmpdir	1.0.2	https://registry.npmjs.org/os-tmpdir/-/os-tmpdir-1.0.2.tgz	sha1-u+Z0BseaqFxc/sdm/lc0VV36EnQ=						
isarray	1.0.0	https://registry.npmjs.org/isarray/-/isarray-1.0.0.tgz	sha1-u5NdSFgsuhaMBoNJV6VKPgcSTxE=						
query-string	4.3.4	https://registry.npmjs.org/query-string/-/query-string-4.3.4.tgz	sha1-u7aTucqRXCMlFbIosaArYJBD2+s=	object-assign:^4.1.0,strict-uri-encode:^1.0.0					
array-filter	1.0.0	https://registry.npmjs.org/array-filter/-/array-filter-1.0.0.tgz	sha1-uveeYubvTCpMC4MSMtr/7CUfnYM=						
lodash.memoize	4.1.2	https://registry.npmjs.org/lodash.memoize/-/lodash.memoize-4.1.2.tgz	sha1-vMbEmkKihA7Zl/Mj6tpezRguC/4=						
ip	1.1.5	https://registry.npmjs.org/ip/-/ip-1.1.5.tgz	sha1-vd7XARQpCCjAoDnnLvJfWq7ENUo=						
move-concurrently	1.0.1	https://registry.npmjs.org/move-concurrently/-/move-concurrently-1.0.1.tgz	sha1-viwAX9oy4LKa8fBdfEszIUxwH5I=	aproba:^1.1.1,copy-concurrently:^1.0.0,fs-write-stream-atomic:^1.0.8,mkdirp:^0.5.1,rimraf:^2.5.4,run-queue:^1.0.3					
parse-json	4.0.0	https://registry.npmjs.org/parse-json/-/parse-json-4.0.0.tgz	sha1-vjX1Qlvh9/bHRxhPmKeIy5lHfuA=	error-ex:^1.3.1,json-parse-better-errors:^1.0.1					
rgb-regex	1.0.1	https://registry.npmjs.org/rgb-regex/-/rgb-regex-1.0.1.tgz	sha1-wODWiC3w4jviVKR16O3UGRX+rrE=						
cssnano-util-get-match	4.0.0	https://registry.npmjs.org/cssnano-util-get-match/-/cssnano-util-get-match-4.0.0.tgz	sha1-wOTKB/U4a7F+xeUiULT1lhNlFW0=						
hsla-regex	1.0.0	https://registry.npmjs.org/hsla-regex/-/hsla-regex-1.0.0.tgz	sha1-wc56MWjIxmFAM6S194d/OyJfnDg=						
constants-browserify	1.0.0	https://registry.npmjs.org/constants-browserify/-/constants-browserify-1.0.0.tgz	sha1-wguW2MYXdIqvHBYCF2DNJ/y4y3U=						
remove-trailing-separator	1.1.0	https://registry.npmjs.org/remove-trailing-separator/-/remove-trailing-separator-1.1.0.tgz	sha1-wkvOKig62tW8P1jg1IJJuSN52O8=						
es6-object-assign	1.1.0	https://registry.npmjs.org/es6-object-assign/-/es6-object-assign-1.1.0.tgz	sha1-wsNYJlYkfDnqEHyx5mUrb58kUjw=						
map-cache	0.2.2	https://registry.npmjs.org/map-cache/-/map-cache-0.2.2.tgz	sha1-wyq9C9ZSXZsFFkW7TyasXcmKDb8=						
iferr	0.1.5	https://registry.npmjs.org/iferr/-/iferr-0.1.5.tgz	sha1-xg7taebY/bazEEofy8ocGS3FtQE=						
is-color-stop	1.1.0	https://registry.npmjs.org/is-color-stop/-/is-color-stop-1.1.0.tgz	sha1-z/9HGu5N1cnhWFmPvhKWe1za00U=	css-color-names:^0.0.4,hex-color-regex:^1.1.0,hsl-regex:^1.0.0,hsla-regex:^1.0.0,rgb-regex:^1.0.1,rgba-regex:^1.0.0					
path-dirname	1.0.2	https://registry.npmjs.org/path-dirname/-/path-dirname-1.0.2.tgz	sha1-zDPSTVJeCZpTiMAzbG4yuRYGCeA=						
path-exists	3.0.0	https://registry.npmjs.org/path-exists/-/path-exists-3.0.0.tgz	sha1-zg6+ql94yxiSXqfYENe1mwEP1RU=						
browserify-aes	1.2.0	https://registry.npmjs.org/browserify-aes/-/browserify-aes-1.2.0.tgz	sha512-+7CHXqGuspUn/Sl5aO7Ea0xWGAtETPXNSAjHo48JfLdPWcMng33Xe4znFvQweqc/uzk5zSOI3H52CYnjCfb5hA==	buffer-xor:^1.0.3,cipher-base:^1.0.0,create-hash:^1.1.0,evp_bytestokey:^1.0.3,inherits:^2.0.1,safe-buffer:^5.0.1					
cookie	0.4.0	https://registry.npmjs.org/cookie/-/cookie-0.4.0.tgz	sha512-+Hp8fLp57wnUSt0tY0tHEXh4voZRDnoIrZPqlo3DPiI4y9lwg/jqx+1Om94/W6ZaPDOUbnjOt/99w66zk+l1Xg==						
asn1.js	5.4.1	https://registry.npmjs.org/asn1.js/-/asn1.js-5.4.1.tgz	sha512-+I//4cYPccV8LdmBLiX8CYvf9Sp3vQsrqu2QNXRcrbiWvcx/UdlFiqUJJzxRQxgsZmvhXhn4cSKeSmoFjVdupA==		bn.js	4.11.9	https://registry.npmjs.org/bn.js/-/bn.js-4.11.9.tgz	sha512-E6QoYqCKZfgatHTdHzs1RRKP7ip4vvm+EyRUeE2RF0NblwVvb0p6jSVeNTOFxPn26QXN2o6SMfNxKp6kU8zQaw==	
postcss-unique-selectors	4.0.1	https://registry.npmjs.org/postcss-unique-selectors/-/postcss-unique-selectors-4.0.1.tgz	sha512-+JanVaryLo9QwZjKrmJgkI4Fn8SBgRO6WXQBJi7KiAVPlmxikB5Jzc4EvXMT2H0/m0RjrVVm9rGNhZddm/8Spg==	alphanum-sort:^1.0.0,postcss:^7.0.0,uniqs:^2.0.0					
stream-http	2.8.3	https://registry.npmjs.org/stream-http/-/stream-http-2.8.3.tgz	sha512-+TSkfINHDo4J+ZobQLWiMouQYB+UVYFttRA94FpEzzJ7ZdqcL4uUUQ7WkdkI4DSozGmgBUE/a47L+38PenXhUw==		readable-stream	2.3.7	https://registry.npmjs.org/readable-stream/-/readable-stream-2.3.7.tgz	sha512-Ebho8K4jIbHAxnuxi7o42OrZgF/ZTNcsZj6nRKyUmkhLFq8CHItp/fy6hQZuZmP/n3yZ9VBUbp4zz/mX8hmYPw==	core-util-is:~1.0.0,inherits:~2.0.3,isarray:~1.0.0,process-nextick-args:~2.0.0,safe-buffer:~5.1.1,string_decoder:~1.1.1,util-deprecate:~1.0.1
stream-http	2.8.3	https://registry.npmjs.org/stream-http/-/stream-http-2.8.3.tgz	sha512-+TSkfINHDo4J+ZobQLWiMouQYB+UVYFttRA94FpEzzJ7ZdqcL4uUUQ7WkdkI4DSozGmgBUE/a47L+38PenXhUw==		safe-buffer	5.1.2	https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.1.2.tgz	sha512-Gd2UZBJDkXlY7GbJxfsE8/nvKkUEU1G38c1siN6QP6a9PT9MmHB8GnpscSmMJSoF8LOIrt8ud/wPtojys4G6+g==	
stream-http	2.8.3	https://registry.npmjs.org/stream-http/-/stream-http-2.8.3.tgz	sha512-+TSkfINHDo4J+ZobQLWiMouQYB+UVYFttRA94FpEzzJ7ZdqcL4uUUQ7WkdkI4DSozGmgBUE/a47L+38PenXhUw==		string_decoder	1.1.1	https://registry.npmjs.org/string_decoder/-/string_decoder-1.1.1.tgz	sha512-n/ShnvDi6FHbbVfviro+WojiFzv+s8MPMHBczVePfUpDJLwoLT0ht1l4YwBCbi8pJAveEEdnkHyPyTP/mzRfwg==	safe-buffer:~5.1.0
@babel/plugin-transform-destructuring	7.10.4	https://registry.npmjs.org/@babel/plugin-transform-destructuring/-/plugin-transform-destructuring-7.10.4.tgz	sha512-+WmfvyfsyF603iPa6825mq6Qrb7uLjTOsa3XOFzlYcYDHSS4QmpOWOL0NNBY5qMbvrcf3tq0Cw+v4lxswOBpgA==	@babel/helper-plugin-utils:^7.10.4					
buffer-json	2.0.0	https://registry.npmjs.org/buffer-json/-/buffer-json-2.0.0.tgz	sha512-+jjPFVqyfF1esi9fvfUs3NqM0pH1ziZ36VP4hmA/y/Ssfo/5w5xHKfTw9BwQjoJ1w/oVtpLomqwUHKdefGyuHw==						
is-promise	2.2.2	https://registry.npmjs.org/is-promise/-/is-promise-2.2.2.tgz	sha512-+lP4/6lKUBfQjZ2pdxThZvLUAafmZb8OAxFb8XXtiQmS35INgr85hdOGoEs124ez1FCnZJt6jau/T+alh58QFQ==						
end-of-stream	1.4.4	https://registry.npmjs.org/end-of-stream/-/end-of-stream-1.4.4.tgz	sha512-+uw1inIHVPQoaVuHzRyXd21icM+cnt4CzD5rW+NC1wjOUSTOs+Te7FOv7AhN7vS9x/oIyhLP5PR1H+phQAHu5Q==	once:^1.4.0					
@types/anymatch	1.3.1	https://registry.npmjs.org/@types/anymatch/-/anymatch-1.3.1.tgz	sha512-/+CRPXpBDpo2RK9C68N3b2cOvO0Cf5B9aPijHsoDQTHivnGSObdOF2BRQOYjojWTDy6nQvMjmqRXIxH55VjxxA==						
p-limit	2.3.0	https://registry.npmjs.org/p-limit/-/p-limit-2.3.0.tgz	sha512-//88mFWSJx8lxCzwdAABTJL2MyWB12+eIY7MDL2SqLmAkeKU9qxRvWuSyTjm3FUmpBEMuFfckAIqEaVGUDxb6w==	p-try:^2.0.0					
events	3.2.0	https://registry.npmjs.org/events/-/events-3.2.0.tgz	sha512-/46HWwbfCX2xTawVfkKLGxMifJYQBWMwY1mjywRtb4c9x8l5NP3KoJtnIOiL1hfdRkIuYhETxQlo62IF8tcnlg==						
js-yaml	3.14.0	https://registry.npmjs.org/js-yaml/-/js-yaml-3.14.0.tgz	sha512-/4IbIeHcD9VMHFqDR/gQ7EdZdLimOvW2DdcxFjdyyZ9NsbS+ccrXqVWDtab/lRl5AlUqmpBx8EhPaWR+OtY17A==	argparse:^1.0.7,esprima:^4.0.0					
shallow-clone	3.0.1	https://registry.npmjs.org/shallow-clone/-/shallow-clone-3.0.1.tgz	sha512-/6KqX+GVUdqPuPPd2LxDDxzX6CAbjJehAAOKlNpqqUpAqPM6HeL8f+o3a+JsyGjn2lv0WY8UsTgUJjU9Ok55NA==	kind-of:^6.0.2					
pkg-dir	3.0.0	https://registry.npmjs.org/pkg-dir/-/pkg-dir-3.0.0.tgz	sha512-/E57AYkoeQ25qkxMj5PBOVgF8Kiu/h7cYS30Z5+R7WaiCCBfLq58ZI/dSeaEKb9WVJV5n/03QwrN3IeWIFllvw==	find-up:^3.0.0					
mime-db	1.44.0	https://registry.npmjs.org/mime-db/-/mime-db-1.44.0.tgz	sha512-/NOTfLrsPBVeH7YtFPgsVWveuL+4SjjYxaQ1xtM1KMFj7HdxlBlxeyNLzhyJVx7r4rZGJAZ/6lkKCitSc/Nmpg==						
cssesc	3.0.0	https://registry.npmjs.org/cssesc/-/cssesc-3.0.0.tgz	sha512-/Tb/JcjK111nNScGob5MNtsntNM1aCNUDipB/TkwZFhyDrrE47SOx/18wF2bbjgc3ZzCSKW1T5nt5EbFoAz/Vg==						
jest-worker	25.5.0	https://registry.npmjs.org/jest-worker/-/jest-worker-25.5.0.tgz	sha512-/dsSmUkIy5EBGfv/IjjqmFxrNAUpBERfGs1oHROyD7yxjG/w+t0GOJDX8O1k32ySmd7+a5IhnJU2qQFcJ4n1vw==		has-flag	4.0.0	https://registry.npmjs.org/has-flag/-/has-flag-4.0.0.tgz	sha512-EykJT/Q1KjTWctppgIAgfSO0tKVuZUjhgMr17kqTumMl6Afv3EISleU7qZUzoXDFTAHTDC4NOoG/ZxU3EvlMPQ==	
jest-worker	25.5.0	https://registry.npmjs.org/jest-worker/-/jest-worker-25.5.0.tgz	sha512-/dsSmUkIy5EBGfv/IjjqmFxrNAUpBERfGs1oHROyD7yxjG/w+t0GOJDX8O1k32ySmd7+a5IhnJU2qQFcJ4n1vw==		supports-color	7.2.0	https://registry.npmjs.org/supports-color/-/supports-color-7.2.0.tgz	sha512-qpCAvRl9stuOHveKsn7HncJRvv501qIacKzQlO/+Lwxc9+0q2wLyv4Dfvt80/DPn2pqOBsJdDiogXGR9+OvwRw==	has-flag:^4.0.0
evp_bytestokey	1.0.3	https://registry.npmjs.org/evp_bytestokey/-/evp_bytestokey-1.0.3.tgz	sha512-/f2Go4TognH/KvCISP7OUsHn85hT9nUkxxA9BEWxFn+Oj9o8ZNLm/40hdlgSLyuOimsrTKLUMEorQexp/aPQeA==	md5.js:^1.3.4,safe-buffer:^5.1.1					
@babel/plugin-proposal-logical-assignment-operators	7.11.0	https://registry.npmjs.org/@babel/plugin-proposal-logical-assignment-operators/-/plugin-proposal-logical-assignment-operators-7.11.0.tgz	sha512-/f8p4z+Auz0Uaf+i8Ekf1iM7wUNLcViFUGiPxKeXvxTSl63B875YPiVdUDdem7hREcI0E0kSpEhS8tF5RphK7Q==	@babel/helper-plugin-utils:^7.10.4,@babel/plugin-syntax-logical-assignment-operators:^7.10.4					
terser-webpack-plugin	2.3.8	https://registry.npmjs.org/terser-webpack-plugin/-/terser-webpack-plugin-2.3.8.tgz	sha512-/fKw3R+hWyHfYx7Bv6oPqmk4HGQcrWLtV3X6ggvPuwPNHSnzvVV51z6OaaCOus4YLjutYGOz3pEpbhe6Up2s1w==		find-cache-dir	3.3.1	https://registry.npmjs.org/find-cache-dir/-/find-cache-dir-3.3.1.tgz	sha512-t2GDMt3oGC/v+BMwzmllWDuJF/xcDtE5j/fCGbqDD7OLuJkj0cfh1YSA5VKPvwMeLFLNDBkwOKZ2X85jGLVftQ==	commondir:^1.0.1,make-dir:^3.0.2,pkg-dir:^4.1.0
terser-webpack-plugin	2.3.8	https://registry.npmjs.org/terser-webpack-plugin/-/terser-webpack-plugin-2.3.8.tgz	sha512-/fKw3R+hWyHfYx7Bv6oPqmk4HGQcrWLtV3X6ggvPuwPNHSnzvVV51z6OaaCOus4YLjutYGOz3pEpbhe6Up2s1w==		find-up	4.1.0	https://registry.npmjs.org/find-up/-/find-up-4.1.0.tgz	sha512-PpOwAdQ/YlXQ2vj8a3h8IipDuYRi3wceVQQGYWxNINccq40Anw7BlsEXCMbt1Zt+OLA6Fq9suIpIWD0OsnISlw==	locate-path:^5.0.0,path-exists:^4.0.0
terser-webpack-plugin	2.3.8	https://registry.npmjs.org/terser-webpack-plugin/-/terser-webpack-plugin-2.3.8.tgz	sha512-/fKw3R+hWyHfYx7Bv6oPqmk4HGQcrWLtV3X6ggvPuwPNHSnzvVV51z6OaaCOus4YLjutYGOz3pEpbhe6Up2s1w==		locate-path	5.0.0	https://registry.npmjs.org/locate-path/-/locate-path-5.0.0.tgz	sha512-t7hw9pI+WvuwNJXwk5zVHpyhIqzg2qTlklJOf0mVxGSbe3Fp2VieZcduNYjaLDoy6p9uGpQEGWG87WpMKlNq8g==	p-locate:^4.1.0
terser-webpack-plugin	2.3.8	https://registry.npmjs.org/terser-webpack-plugin/-/terser-webpack-plugin-2.3.8.tgz	sha512-/fKw3R+hWyHfYx7Bv6oPqmk4HGQcrWLtV3X6ggvPuwPNHSnzvVV51z6OaaCOus4YLjutYGOz3pEpbhe6Up2s1w==		make-dir	3.1.0	https://registry.npmjs.org/make-dir/-/make-dir-3.1.0.tgz	sha512-g3FeP20LNwhALb/6Cz6Dd4F2ngze0jz7tbzrD2wAV+o9FeNHe4rL+yK2md0J/fiSf1sa1ADhXqi5+oVwOM/eGw==	semver:^6.0.0
terser-webpack-plugin	2.3.8	https://registry.npmjs.org/terser-webpack-plugin/-/terser-webpack-plugin-2.3.8.tgz	sha512-/fKw3R+hWyHfYx7Bv6oPqmk4HGQcrWLtV3X6ggvPuwPNHSnzvVV51z6OaaCOus4YLjutYGOz3pEpbhe6Up2s1w==		p-locate	4.1.0	https://registry.npmjs.org/p-locate/-/p-locate-4.1.0.tgz	sha512-R79ZZ/0wAxKGu3oYMlz8jy/kbhsNrS7SKZ7PxEHBgJ5+F2mtFW2fK2cOtBh1cHYkQsbzFV7I+EoRKe6Yt0oK7A==	p-limit:^2.2.0
terser-webpack-plugin	2.3.8	https://registry.npmjs.org/terser-webpack-plugin/-/terser-webpack-plugin-2.3.8.tgz	sha512-/fKw3R+hWyHfYx7Bv6oPqmk4HGQcrWLtV3X6ggvPuwPNHSnzvVV51z6OaaCOus4YLjutYGOz3pEpbhe6Up2s1w==		path-exists	4.0.0	https://registry.npmjs.org/path-exists/-/path-exists-4.0.0.tgz	sha512-ak9Qy5Q7jYb2Wwcey5Fpvg2KoAc/ZIhLSLOSBmRmygPsGwkVVt0fZa0qrtMz+m6tJTAHfZQ8FnmB4MG4LWy7/w==	
terser-webpack-plugin	2.3.8	https://registry.npmjs.org/terser-webpack-plugin/-/terser-webpack-plugin-2.3.8.tgz	sha512-/fKw3R+hWyHfYx7Bv6oPqmk4HGQcrWLtV3X6ggvPuwPNHSnzvVV51z6OaaCOus4YLjutYGOz3pEpbhe6Up2s1w==		pkg-dir	4.2.0	https://registry.npmjs.org/pkg-dir/-/pkg-dir-4.2.0.tgz	sha512-HRDzbaKjC+AOWVXxAU/x54COGeIv9eb+6CkDSQoNTt4XyWoIJvuPsXizxu/Fr23EiekbtZwmh1IcIG/l/a10GQ==	find-up:^4.0.0
terser-webpack-plugin	2.3.8	https://registry.npmjs.org/terser-webpack-plugin/-/terser-webpack-plugin-2.3.8.tgz	sha512-/fKw3R+hWyHfYx7Bv6oPqmk4HGQcrWLtV3X6ggvPuwPNHSnzvVV51z6OaaCOus4YLjutYGOz3pEpbhe6Up2s1w==		semver	6.3.0	https://registry.npmjs.org/semver/-/semver-6.3.0.tgz	sha512-b39TBaTSfV6yBrapU89p5fKekE2m/NwnDocOVruQFS1/veMgdzuPcnOM34M6CwxW8jH/lxEa5rBoDeUwu5HHTw==	
terser-webpack-plugin	2.3.8	https://registry.npmjs.org/terser-webpack-plugin/-/terser-webpack-plugin-2.3.8.tgz	sha512-/fKw3R+hWyHfYx7Bv6oPqmk4HGQcrWLtV3X6ggvPuwPNHSnzvVV51z6OaaCOus4YLjutYGOz3pEpbhe6Up2s1w==		serialize-javascript	4.0.0	https://registry.npmjs.org/serialize-javascript/-/serialize-javascript-4.0.0.tgz	sha512-GaNA54380uFefWghODBWEGisLZFj00nS5ACs6yHa9nLqlLpVLO8ChDGeKRjZnV4Nh4n0Qi7nhYZD/9fCPzEqkw==	randombytes:^2.1.0
terser-webpack-plugin	2.3.8	https://registry.npmjs.org/terser-webpack-plugin/-/terser-webpack-plugin-2.3.8.tgz	sha512-/fKw3R+hWyHfYx7Bv6oPqmk4HGQcrWLtV3X6ggvPuwPNHSnzvVV51z6OaaCOus4YLjutYGOz3pEpbhe6Up2s1w==		source-map	0.6.1	https://registry.npmjs.org/source-map/-/source-map-0.6.1.tgz	sha512-UjgapumWlbMhkBgzT7Ykc5YXUT46F0iKu8SGXq0bcwP5dz/h0Plj6enJqjz1Zbq2l5WaqYnrVbwWOWMyF3F47g==	
vendors	1.0.4	https://registry.npmjs.org/vendors/-/vendors-1.0.4.tgz	sha512-/juG65kTL4Cy2su4P8HjtkTxk6VmJDiOPBufWniqQ6wknac6jNiXS9vU+hO3wgusiyqWlzTbVHi0dyJqRONg3w==						
emojis-list	3.0.0	https://registry.npmjs.org/emojis-list/-/emojis-list-3.0.0.tgz	sha512-/kyM18EfinwXZbno9FyUGeFh87KC8HRQBQGildHZbEuRyWFOmv1U10o9BBp8XVZDVNNuQKyIGIu5ZYAAXJ0V2Q==						
